annotator,course,lecture,prompt,reflections,abstractive summary,extractive summary,concepts
Preetam,PHYS0174,22,,"I liked seeing the different objects with different moments of inertia racing down the hill. This really demonstrates what the concept quiz was asking about how moment of inertia affects the speed of these objects.
I thought the wheel demonstrations were interesting because they gave me a visual to associate with the intertia equations
that the cart rolled faster than the sphere
The demonstrations with the different type of things
I liked the races we did at the start of class. I never was able to picture what it means when the mass cancels out in physics problems until now
the rolling hoop demonstrations
I think it is interesting how mass and radius doesn't affect which object rolls down a ramp faster; it only depends on the shape of the object.
I really enjoyed how we went over many different scenarios regarding rolling and sliding using live models.
How a bike wheel can rotate the same way no matter where the force is applied.
The demo for different objects' rolling spend from the same point on the ramp
The demonstrations and comparing the coefficients of the moment of inertia.
I liked seeing how different shapes resulted in different speeds on the ramp
When you rolled different objects down the ramp it was very interesting. It also helped to understand the moments of inertia and how they affect speed.
I found it interesting that the force and acceleration were in the same when the force was applied at the base of the wheel.
The applications and practice problems, particularly the bicycle ones.",There seems to be no confusion related to the material covered in class. Students really enjoyed the live demonstrations in class. They especially liked watching the objects race down the hill as it helped them deepen their understanding of several physics concepts.,The demonstrations with the different type of things The demo for different objects' rolling spend from the same point on the ramp When you rolled different objects down the ramp it was very interesting. It also helped to understand the moments of inertia and how they affect speed. I liked seeing the different objects with different moments of inertia racing down the hill. This really demonstrates what the concept quiz was asking about how moment of inertia affects the speed of these objects. I found it interesting that the force and acceleration were in the same when the force was applied at the base of the wheel.,"['how we went over many different scenarios regarding rolling and sliding using live models', 'interesting that the force and acceleration were in the same when the force was applied at the base of the wheel', 'the rolling hoop demonstrations', 'particularly the bicycle ones', 'the wheel demonstrations were interesting because they gave me a visual to associate with the intertia equations', 'different objects with different moments of inertia racing down the hill', ' When you rolled different objects down the ramp it was very interesting', 'I liked the races we did at the start of class', 'seeing how different shapes resulted in different speeds on the ramp', 'How a bike wheel can rotate the same way no matter where the force is applied', ""interesting how mass and radius doesn't affect which object rolls down a ramp faster"", 'The demonstrations with the different type of things', 'The demonstrations and comparing the coefficients of the moment of inertia', ""The demo for different objects' rolling spend from the same point on the ramp"", 'that the cart rolled faster than the sphere']"
Preetam,PHYS0174,20,,"The way the mass at the axis can make abject harder to rotate
I like how you drew the at and ac on a circle because this helps me understand what these 2 different accelerations means and how they work on the circle. This also helps me understand where to use them in the formulas.
I thought the visual demonstrations for the moment of inertia because they helped me conceptualize everything in the real world
center of mass with the two sticks
I found the demonstration with center of mass to be kind of interesting. But it also kind of confused me.
the graph top hat question
I found all the live demonstrations today in class to be very interesting. I believe that the demonstrations enhanced my understanding of the material.
that acceleration has multiple components
I thought it was interesting how rotational kinematic equations could be used in a really similar manner to that of tangential quantities.
The moment of inertia example.
Tangential acceleration and how it relates to centripetal acceleration
How we can find the relation between linear and angular motion
I liked using graphs do determine what type of acceleration had the highest magnitude
I found the two poles with different centers of mass very interesting. I tried them out after class and it was really cool seeing how the center of mass affected the inertia.
I found the demonstrations of moment of inertia were very interesting because I was able to visualize it more clearly. Also because they demonstrated a concept that is counter intuitive to me.
The moment of inertia problems and demonstrations
The examples, the rod example in particular","There seems to be no confusion related to the material covered in class. Students enjoyed the moment of inertia, center of mass, and accelaration problems/demonstrations. Along with these, students also enjoyed the demonstrations shown in class.",The moment of inertia example. The moment of inertia problems and demonstrations I found the demonstration with center of mass to be kind of interesting. But it also kind of confused me. I liked using graphs do determine what type of acceleration had the highest magnitude I found all the live demonstrations today in class to be very interesting. I believe that the demonstrations enhanced my understanding of the material.,"['the graph top hat question', 'The way the mass at the axis can make abject harder to rotate', 'I found the demonstration with center of mass to be kind of interesting', 'that acceleration has multiple components', 'nteresting how rotational kinematic equations could be used in a really similar manner to that of tangential quantities', 'The moment of inertia example', 'The moment of inertia problems and demonstrations', 'center of mass with the two sticks', 'the visual demonstrations for the moment of inertia', 'I found all the live demonstrations today in class to be very interesting', 'Tangential acceleration and how it relates to centripetal acceleration', 'This also helps me understand where to use them in the formulas', 'using graphs do determine what type of acceleration had the highest magnitude', 'How we can find the relation between linear and angular motion', 'I found the two poles with different centers of mass very interesting', 'I found the demonstrations of moment of inertia were very interesting', 'the rod example in particular']"
Preetam,PHYS0174,24,,"I was confused about how the K constants work for objects
Today I was a little bit confused on doing problems with the graphs of simple harmonic motion. As we did more problems in relation to this I began to understand it much more. It was helpful when you explained how frequency and amplitude affect the graph and the motion.
phase shifts
the bone problem
N/A
Velocity and acceleration on the graph
The phase shift of the graphs
I was confused by the difference between sheer and bending in the ruler example
I feel like class went very well today. Sometimes things got a bit confusing, but I felt like everything was cleared up and it eventually made sense to me. I was confused on using the shearing and tension/compression equations, but working through the problem with my peers helped.
I was slightly confused about phase shifts for the graphs shown at the end of today's class.
I was a little confused by the demonstration and why it proved our equations.","There is a lot of confusion related to the material covered in class. Students would like more clarity related to phase shifts, tension, shearing, and concepts related to graphs. I would suggest going over these at the beginning of next class.","I was slightly confused about phase shifts for the graphs shown at the end of today's class. The phase shift of the graphs I feel like class went very well today. Sometimes things got a bit confusing, but I felt like everything was cleared up and it eventually made sense to me. I was confused on using the shearing and tension/compression equations, but working through the problem with my peers helped. I was confused by the difference between sheer and bending in the ruler example Today I was a little bit confused on doing problems with the graphs of simple harmonic motion. As we did more problems in relation to this I began to understand it much more. It was helpful when you explained how frequency and amplitude affect the graph and the motion.","['I was confused on using the shearing and tension/compression equations, but working through the problem with my peers helped', 'I was a little bit confused on doing problems with the graphs of simple harmonic motion', 'The phase shift of the graphs', 'phase shifts', 'slightly confused about phase shifts for the graphs', 'confused by the difference between sheer and bending in the ruler example', 'N/A', 'little confused by the demonstration and why it proved our equations', 'the bone problem', 'confused about how the K constants work for objects', 'Velocity and acceleration on the graph']"
Preetam,ENGR132-011_V2,21,,"I found it interesting how many different ways we came up with to find each of the parameters
I found it interesting coming up with easy ways to deal with the noise
I found it interesting that the experimental noise will be a concept we have to account for in this project
What noisy data is
It was very interesting that the M1 activity is like the prework to our coding. I like that we are heavily planning how to find all the values for the enzymes before we have to actually calculate it in matlab
I thought that the video we watched in class was in interesting.
I found it interesting how we can use large data sets in order to form an equation to analyze the data that will come in handy later in the project when making a recommendation.
Nothing
I found the different methods to finding the parameters to be diverse and interesting.
I loved working with my teammate on troubleshooting code that on the surface seemed reasonable and correct. I learned how to test different parts of the code alone to learn where the problem itself is.
I found the methods of dealing with the variability in data most interesting
The fact that we can use a piecewise function to handle our replicates and create a smoother graph. Although this is conceptually correct, it has not yet been done.
The process and end result of our project seems really interesting. Having that much data and figuring out a process to select the best enzyme is interesting.
I thought that talking about the coding parts of the project that is going to happen in the future is the most interesting. I liked how we have this type of planning process and then we can choose how we wanna change or alter the plan when eventually coding in MATLAB.",There seems to be no confusion related to the material covered in class. Students enjoyed learning about noisy data. Along with that they also liked going over parts of the project. Along with that students also enjoyed learning about how to find parameters.,What noisy data is I found it interesting that the experimental noise will be a concept we have to account for in this project I thought that talking about the coding parts of the project that is going to happen in the future is the most interesting. I liked how we have this type of planning process and then we can choose how we wanna change or alter the plan when eventually coding in MATLAB. I found the different methods to finding the parameters to be diverse and interesting. I found it interesting how many different ways we came up with to find each of the parameters,"['working with my teammate on troubleshooting code', 'a piecewise function to handle our replicates and create a smoother graph', 'interesting how many different ways we came up with to find each of the parameters', 'What noisy data is', 'that the M1 activity is like the prework to our coding', 'The process and end result of our project seems really interesting', 'interesting that the experimental noise will be a concept we have to account', 'to form an equation to analyze the data that will come in handy later in the project', 'the methods of dealing with the variability in data most interesting', 'the video we watched in class was in interesting', 'different methods to finding the parameters', 'interesting coming up with easy ways to deal with the noise', 'Nothing', 'talking about the coding parts of the project that is going to happen in the future is the most interesting']"
Preetam,ENGR132-011_V2,5,,"I found the simplicity of the structure easy to understand. It makes sense
the snow while looking out the window
The selection structures I actually picked up on fairly quickly. I thought it was interesting how matlab keeps going to the next line of code when the line is false.
Meeting team and working on the assignment together
I thought it was interesting to learn about how to use selection methods to obtain data.
I found it interesting that the if structure does not require a ; at the end of each line of code.
Meeting with my teammates was the most interesting part of the class. Learning about if else statement was appealing too.
I thought that the use of logical operators with if elseif but not else commands to be the most interesting part of todays class.
Learning how to create while loops",There seems to be no confusion related to the material covered in class. Students enjoyed meeting with their teammates and working on the assignment. A few enjoyed working with logical operators and while loops and others enjoyed learning about structures.,Meeting with my teammates was the most interesting part of the class. Learning about if else statement was appealing too. Meeting team and working on the assignment together I thought that the use of logical operators with if elseif but not else commands to be the most interesting part of todays class. Learning how to create while loops I found the simplicity of the structure easy to understand. It makes sense,"['simplicity of the structure', 'the snow while looking out the window', 'The selection structures I actually picked up on fairly quickly', 'Meeting team and working on the assignment', 'interesting that the if structure does not require a ;', 'Meeting with my teammates was the most interesting part of the class', 'interesting to learn about how to use selection methods to obtain data', 'the use of logical operators with if elseif but not else commands', 'how to create while loops']"
Preetam,ENGR132-011_V2,22,,"One thing that was confusing was trying to figure out how noisy data could be dealt with. When looking through the data I was slightly confused on where the 5 original tests where and which ones where the replicates.
I thought that M1b pseudo code was confusing.
I found it confusing why we will need to linearize data.
I thought the instructions for finding Vi,o were confusing and could be a little clearer.
Why the time series for product concentration looks like a zig-zag line
I was a little bit confused on how to make a loop that find the initial velocities of all the data and not just one. I didnt really want to index the data over 100 times.
Nothing was confusing
The content of each milestone assignment would be helpful to know to manage time and assign tasks to each of the team members.
Today, I thought that making the pseudo code for the v initial was kind of confusing because I had never done anything like that before in the past.",There seems to be doubts related to solving for initial velocity. Along with that there is also confusion related to the assignments. Few other students had doubts related to noisy data and linearizing data. I would suggest going over these topics at the beginning of next lecture to clear any doubts among students.,"I was a little bit confused on how to make a loop that find the initial velocities of all the data and not just one. I didnt really want to index the data over 100 times. I thought the instructions for finding Vi,o were confusing and could be a little clearer. I thought that M1b pseudo code was confusing. One thing that was confusing was trying to figure out how noisy data could be dealt with. When looking through the data I was slightly confused on where the 5 original tests where and which ones where the replicates. I found it confusing why we will need to linearize data.","['why we will need to linearize data', 'Why the time series for product concentration looks like a zig-zag line', 'content of each milestone assignment would be helpful to know', 'find the initial velocities of all the data and not just one', 'making the pseudo code for the v initial was kind of confusing', 'trying to figure out how noisy data', 'Nothing was confusing', 'the instructions for finding Vi', 'that M1b pseudo code was confusing']"
Preetam,ENGR132-011_V2,12,,"I thought the instructions on A11 part 3 was extremely confusing.
There was not anything that was confusing in class.
Nothing was confusing. I enjoyed the little things like reversing for loops and nested loops which come to be very helpful for assignments.
the what needed to be initialized in the for loop was a little confusion and how to set up a matrix that moves
i had a little bit of confusion using the index with the nested for loops
i understood the material discussed in class today
It would be better if we could do more on the logic of the nested for loops for the vector transmission, transformation and manipulation. I still feel like I cannot do much.
Nothing was too confusing today. Maybe some context into why would be doing something like this in the first place would be nice
The A11 part 3
I am not sure how to select specific array values to work with when using this type of complex function.
I thoughts the idea of which nested loop to create first was hard
Some of the for loops were confusing in matlab at first. Once we went over it in the PowerPoint though, it made sense.
Today, I thought the the directions to the third part of the assignment was a little confusing. I thought that this was confusing because it was kind of like the example that was given to us on in the lecture slides but now fully, which also confused me a little bit. I think that the nested for loops had also confused me a little bit overall and I know that I need to look over my notes a little bit more.
I was confused about the in class activity and finding the number of columns or rows",Some of the students had no confusion related to the material covered in class. There was confusion related to A11 Part 3. Along with that there were a few students who were confused with the idea of nested loops. I would suggest going over A11 Part 3 briefly at the beginning of next lecture.,"i understood the material discussed in class today Nothing was confusing. I enjoyed the little things like reversing for loops and nested loops which come to be very helpful for assignments. The A11 part 3 I thought the instructions on A11 part 3 was extremely confusing. Today, I thought the the directions to the third part of the assignment was a little confusing. I thought that this was confusing because it was kind of like the example that was given to us on in the lecture slides but now fully, which also confused me a little bit. I think that the nested for loops had also confused me a little bit overall and I know that I need to look over my notes a little bit more.","['Nothing was too confusing today', 'bit of confusion using the index with the nested for loops', 'i understood the material discussed in class today', 'not sure how to select specific array values to work with', 'better if we could do more on the logic of the nested for loops for the vector transmission, transformation and manipulation', 'The A11 part 3', 'confused about the in class activity', 'Nothing was confusing', 'Some of the for loops were confusing in matlab at first', 'the idea of which nested loop to create first was hard', 'the instructions on A11 part 3 was extremely confusing', 'There was not anything that was confusing in class', 'the directions to the third part of the assignment was a little confusing', 'the what needed to be initialized in the for loop was a little confusion']"
Preetam,ENGR132-011_V2,4,,"I like learning how to implement the and and or commands into Matlab effectively
I found using of all the logical and relational operators and their function very much interesting and also finding different values associated.
i really liked being able to extract data from a matrix on the basis of some conditions.
I didn't see the email saying the class was on zoom till I arrived at class
The in class activity
I was very interested with the relationship operators and how we could use that in the future with if and else statements
I thought the numcount command was interesting.
Embedded functions in matlab
I thought it was easy to learn about how to use comparisons in matlab.",Students enjoyed working with MatLab and learning about the different functions that can be used to extract/modify data. Along with that students enjoyed learning about the different kinds of operators and liked the in-class activity.,Embedded functions in matlab I thought it was easy to learn about how to use comparisons in matlab. I like learning how to implement the and and or commands into Matlab effectively The in class activity I was very interested with the relationship operators and how we could use that in the future with if and else statements,"['how to implement the and and or commands into Matlab effectively', 'I found using of all the logical and relational operators and their function very much interesting', 'the numcount command was interesting', 'Embedded functions in matlab', 'it was easy to learn about how to use comparisons in matlab', 'very interested with the relationship operators', 'class was on zoom', 'The in class activity', 'being able to extract data from a matrix on the basis of some conditions']"
Preetam,ENGR132-011_V2,12,,"I thought indexing in the for loops with rows and columns was interesting
There are many ways to traverse through arrays with nested for loops.
The reversing of loops was pretty interesting.
the roads were icy walking to class
i found the diagram of how to go through the code pretty interesting
i liked using complex loops again
Learning about the nester loops and the concept of it is just a powerful tool and idea.
Hotmap used in part 3 of A11 was pretty cool to see
Nothing
I enjoyed being able to learn the benifits of nested loops
I found the complex loop structures the most interesting. This is because it is cool how the program can cycle through a matrix and change it.
Most interesting was the in class activity, small and very easy to perform.
Today, I found the examples itself of the nested for loops pretty interesting in todays class, even though I am a little confused from it. I think that it is really interesting how u can put multiple for loops into one to make a whole for loop, which is very interesting to me.
I found the 3rd question of A11 the most interesting part of todays class","There seems to be no confusion related to the material covered in class. Students enjoyed learning about nested loops, complex loops, and other types of loops. Along with that students also enjoyed going over A11 Part 3 as there was a lot of confusion related to it last lecture. ",I enjoyed being able to learn the benifits of nested loops Learning about the nester loops and the concept of it is just a powerful tool and idea. I found the complex loop structures the most interesting. This is because it is cool how the program can cycle through a matrix and change it. I thought indexing in the for loops with rows and columns was interesting I found the 3rd question of A11 the most interesting part of todays class,"['Learning about the nester loops', 'roads were icy walking to class', 'I thought indexing in the for loops with rows and columns was interesting', 'Hotmap used in part 3 of A11 was pretty cool', 'being able to learn the benifits of nested loops', 'in class activity, small and very easy to perform', '3rd question of A11 the most interesting part of todays class', 'diagram of how to go through the code pretty interesting', 'many ways to traverse through arrays with nested for loops', 'I found the complex loop structures the most interesting', 'i liked using complex loops again', 'reversing of loops was pretty interesting', 'Nothing', 'I found the examples itself of the nested for loops pretty interesting in todays class']"
Preetam,ENGR132-011_V2,10,,"I was confundes on why we would use the ant function in a code
The main function set up
I thought the nested functions were a little confusing today.
i understood the material covered in class well
I found it confusing on how to limit outputs of a user defined function
I cannot say that I fully understood the concept of user defined functions as the in class activity did not really run perfectly in my laptop.
Today , I was a little confused on the nested loops in lecture. Because we did the slides at the end, it felt a little rushed because of everyone wanting to leave at the end of class.
I think thag the main function was a little difficult because we could figure how to input the subfunctions and their assigned values into the main function.
I want to know if it's better to nest loops inside loops or to create functions for each loop and then call the functions inside the loops.",There seems to be a lot of confusion related to the different types of functions covered in class. Along with that there is also confusion related to nested loops. I would suggest going over these topics at the beginning of next lecture to make sure that there isn't any confusion among students.,"I cannot say that I fully understood the concept of user defined functions as the in class activity did not really run perfectly in my laptop. I think thag the main function was a little difficult because we could figure how to input the subfunctions and their assigned values into the main function. I thought the nested functions were a little confusing today. I want to know if it's better to nest loops inside loops or to create functions for each loop and then call the functions inside the loops. Today , I was a little confused on the nested loops in lecture. Because we did the slides at the end, it felt a little rushed because of everyone wanting to leave at the end of class.","[""I want to know if it's better to nest loops inside loops or to create functions"", 'The main function set up', 'I think thag the main function was a little difficult', 'i understood the material covered in class well', 'little confused on the nested loops in lecture', 'confusing on how to limit outputs of a user defined function', 'I was confundes on why we would use the ant function', 'I thought the nested functions were a little confusing today', 'I  cannot say that I fully understood the concept of user defined functions']"
Preetam,ENGR132-011_V2,0,,"My computer would not open the A00 in class activity program neither me or the TA could figure out why. I liked how the professor made sure every one understood before moving on.
The in-class activity and how to do it was slightly confusing but it was clarified by the TAs and the professor being so open to questions and helping each student out.
How to import the files needed for activities into MatLab.
P files were the most confusing part of the class as I did not know how to implement it successfully into MATLAB.
It was a good start to the semester, I am feeling good about the start of the Matlab programming because of the preclass videos and the Matlab onramp program. I liked how all of the teaching team introduced themselves in class. I do hope that we do get another TA though.
Opening the provided folder in matlab was confusing because me and my friends, we had to figure out how to use the in class assignment system and uploading the assignment on gradescope.
One thing that could have been explained in detail for better understanding was the reason why MATLAB breaks the rules of some element-by-element operations and gives a value in return. For instance, when you multiply a 1x4 and a 4x1 matrix, the answer would be some number. Thank you.",Most of the students enjoyed working with MatLab. There seems to be a bit of confusion on how to import files/folders and how to open them so I would suggest going over this at the beginning of next class to make sure everyone is on the same page.,"How to import the files needed for activities into MatLab. Opening the provided folder in matlab was confusing because me and my friends, we had to figure out how to use the in class assignment system and uploading the assignment on gradescope. P files were the most confusing part of the class as I did not know how to implement it successfully into MATLAB. One thing that could have been explained in detail for better understanding was the reason why MATLAB breaks the rules of some element-by-element operations and gives a value in return. For instance, when you multiply a 1x4 and a 4x1 matrix, the answer would be some number. Thank you. The in-class activity and how to do it was slightly confusing but it was clarified by the TAs and the professor being so open to questions and helping each student out.","['How to import the files', 'explained in detail for better understanding was the reason why MATLAB breaks the rules of some element-by-element', 'The in-class activity and how to do it was slightly confusing', 'P files were the most confusing part of the class', 'My computer would not open the A00 in class activity program', 'I am feeling good about the start of the Matlab programming because of the preclass videos', 'Opening the provided folder in matlab was confusing']"
Preetam,ENGR132-011_V2,7,,"I think it was interesting the different ways in which we will be able to use matlab and the projects
Learning about what the class quizzes will end up looking like
I found for loops very interesting to use and understand
I thought it was interesting using for loops to find data.
I finally got to sit with me team in person
The for loop logic was interesting. Learning about how to use defined functions was great.
My team helped me understand how to increment the index and put each corn average into the vector correctly. I found the idea of using for loops interesting because we could have a larger set of data and a list of averages could be given in a few seconds.
I was interested in the possibilities that using for loops provides for writing creative code
I found the difference between for loop and while loop interesting.
I thought the fact that for loops are definite instead of infinite was very interesting. Also the fact that I finally met my group was fun.
i liked traversing through a matrix using a loop
Getting together with my team
The class activity. I was able to deduce a solution to the issue and however putting my idea of indexing into the computer was confusing. Teammates were helpful.",There seems to be no confusion related to the material covered in class. Students enjoyed learning about For Loops and working with them. ALong with that they also enjoyed working with their teams for the first time in person. A few enjoyed learning about the usage of MatLab.,I found the difference between for loop and while loop interesting. The for loop logic was interesting. Learning about how to use defined functions was great. I finally got to sit with me team in person Getting together with my team I think it was interesting the different ways in which we will be able to use matlab and the projects,"['The for loop logic was interesting', 'The class activity', 'My team helped me understand how to increment the index', 'the different ways in which we will be able to use matlab and the projects', 'interested in the possibilities that using for loops provides for writing creative code', 'got to sit with me team in person', 'difference between for loop and while loop interesting', 'what the class quizzes will end up looking like', 'Getting together with my team', 'traversing through a matrix using a loop', 'the fact that for loops are definite instead of infinite', 'I found for loops very interesting', 'interesting using for loops']"
Preetam,ENGR132-011_V2,21,,"Whether we could use two general models when looking for v0 on m1.
I was confused on what the noise was in the data for the enzymes throughout the different data sets
I found it a little confusing how to integrate all different velocity values into set velocity( with noise)
How to combat noisy data
finding the maximum velocity is a little bit confusing because some of my groupmates thought that linearizing the data would end up getting the data will just get us the maximum velocity.
I thought some of the parameter identification techniques were confusing. I didn't know how there would be multiple approaches to some.
How to find the values in the project. The videos are pointless and offer no help
Nothing everything was clear
What to do and how to handle the replicates in our data. What rationales exactly are.
The general process of trying to figure out how to cancel noisy data was a bit confusing since there are many options.
I thought that finding more than two different ways to vacillate your v max was little confusing. It was really hard for me and my team to think of different approaches for the specific problem.
Nothing was confusing in todays class.",Some of the students had no confusion related to the material covered in class. There is a lot of confusion related to noisy data and also solving for different types of velocity. I would suggest going over these concepts at the beginning of next lecture to clear the doubts among students.,Nothing was confusing in todays class. I found it a little confusing how to integrate all different velocity values into set velocity( with noise) The general process of trying to figure out how to cancel noisy data was a bit confusing since there are many options. I thought that finding more than two different ways to vacillate your v max was little confusing. It was really hard for me and my team to think of different approaches for the specific problem. finding the maximum velocity is a little bit confusing because some of my groupmates thought that linearizing the data would end up getting the data will just get us the maximum velocity.,"['How to combat noisy data', 'finding the maximum velocity is a little bit confusing', 'little confusing how to integrate all different velocity values into set velocity( with noise)', 'What to do and how to handle  the replicates in our data', 'some of the parameter identification techniques were confusing', 'trying to figure out how to cancel noisy data was a bit confusing', 'finding more than two different ways to vacillate your v max was little confusing', 'Nothing was confusing', 'confused on what the noise was in the data for the enzymes', 'two general models when looking for v0 on m1', 'How to find the values in the project', 'Nothing everything was clear']"
Preetam,ENGR132-011_V2,11,,"I liked how we chase been doing commands and lines of code that actually just summarize for loops without realizing we even did it.
I thought it was interesting to learn about compile speeds.
Suppressing is more efficient.
I thought learning how to time and see the times to run functions to be cool
The A11 part 2 the instructions are way more straight forward
I thought that it was interesting that you can have a loop inside of a loop inside of a loop etc. I just think that is cool because you can run a condition completely before you go on to the primary condition.
writing the for loops out on the board helped me see what was happening
The most interesting thing in class was performing in class activity as it needed a little brain and teamwork.
I liked the chart we drew and seeing how the nested loops worked. It was neat how the interact and the things you can do with them
I found it interesting that there are times when no loop is faster than loop.
How you can do some calculations faster than others
The in class activity was pretty enlightening and I wish every other ICAs were like that. It is conceptual and pretty important to know if one wants to learn coding.
The in class activity was interesting. I think it was thought provoking to see the difference in time interval for each code version.
i liked using complex loops",There seems to be no confusion related to the material covered in class. Students enjoyed learning and working with loops. They also enjoyed working on the In-Class Activity. Along with that they also enjoyed learning about runtime speeds.,I liked the chart we drew and seeing how the nested loops worked. It was neat how the interact and the things you can do with them I thought that it was interesting that you can have a loop inside of a loop inside of a loop etc. I just think that is cool because you can run a condition completely before you go on to the primary condition. i liked using complex loops The in class activity was interesting. I think it was thought provoking to see the difference in time interval for each code version. I thought learning how to time and see the times to run functions to be cool,"['performing in class activity as it needed a little brain and teamwork', 'using complex loops', 'see the times to run functions to be cool', 'writing the for loops out', 'The in class activity was pretty enlightening', 'doing commands and lines of code that actually just summarize for loops without realizing we even did it', 'Suppressing is more efficient', 'learn about compile speeds', 'The in class activity was interesting', 'how the nested loops worked', 'The A11 part 2 the instructions are way more straight forward', 'some calculations faster than others', 'you can have a loop inside of a loop inside of a loop etc', 'interesting that there are times when no loop is faster than loop']"
Preetam,ENGR132-011_V2,0,,"that you can't perform operations on different size matrices
I really liked solving the problems on MatLab it felt like I was applying what I learnt through the pre-class prep
Learning how to modify and create matrices on matlab was interesting because there is so much you can do with them.
Learning how to code in a different language and mathematically
One thing I found interesting was learning about the help function which gives the user the ability to find functions related to the search. I also found it interesting that you are able to write entire equations within one line of Matlab and be able to change variables.
Learning how to complete complex equations using an array of numbers through element by element operations was intriguing to me.
I found learning the Matlab programming and making arrays and matrixes to be very interesting
Utilizing commands to execute things in matlab.
One thing I found very interesting in this class was using a semi colon in MATLAB acts as a suppressor, and does not display the content of a variable after it has been created.",Students really enjoyed working with MatLab. They liked implementing the concepts that they learned in class through MatLab. They also liked solving problems through MatLab. There seems to be no confusion about the material covered in class.,Utilizing commands to execute things in matlab. I found learning the Matlab programming and making arrays and matrixes to be very interesting One thing I found interesting was learning about the help function which gives the user the ability to find functions related to the search. I also found it interesting that you are able to write entire equations within one line of Matlab and be able to change variables. Learning how to modify and create matrices on matlab was interesting because there is so much you can do with them. I really liked solving the problems on MatLab it felt like I was applying what I learnt through the pre-class prep,"[""that you can't perform operations on different size matrices"", 'Learning how to modify and create matrices on matlab', 'Utilizing commands to execute things in matlab', 'able to write entire equations within one line of Matlab and be able to change variables', 'solving the problems on MatLab it felt like I was applying what I learnt', 'Learning how to complete complex equations', 'this class was using a semi colon in MATLAB acts as a suppressor', 'learning the Matlab programming and making arrays and matrixes', 'Learning how to code in a different language', 'liked solving the problems on MatLab']"
Preetam,ENGR132-011_V2,11,,"I found it confusing how to apply complex functions on a larger scale. It was not clear
I thought the instructions for A11 were a little confusing.
I found the conversion from loop to not loop to be confusing
The A11 question 1 because I have no idea how to start
Iterations of the complex loop were a little bit confusing because I couldnt understand to start on the inside or the outside of the loop.
the pre class video needed more instructions on how to execute multiple for loops
I was a bit confused how to do the A11 assignment without the loops and with just vectors. Getting the program to run the right amount of times is difficult.
I was confused on if I should write a chart for a every nested loop because it takes up a lot of space.
How to not use for or while loops for certain calculations and why not too
I think the speed if unsuppressed and surpressed function could have been elaborated more since I still do not know why the speed differs
The description of the assignment for homework. The descriptions of the assignments are really vague and hard to decipher, a little direction from the professor would be helpful.
Today I thought that the nests for loops were a little confusing as times. I thought that the table that was in the slides confused me even more.
i understood the material discussed in class today",There are questions related to A11 and how to approach some of the questions in the assignment. Along with that there is confusion related to the different types of loops covered in class. I would suggest going over A11 and the different types of loops briefly at the beginning of next lecture.,I was a bit confused how to do the A11 assignment without the loops and with just vectors. Getting the program to run the right amount of times is difficult. I thought the instructions for A11 were a little confusing. How to not use for or while loops for certain calculations and why not too I found the conversion from loop to not loop to be confusing Today I thought that the nests for loops were a little confusing as times. I thought that the table that was in the slides confused me even more.,"['needed more instructions on how to execute multiple for loops', 'i understood the material discussed in class today', 'The A11 question 1 because I have no idea how to start', 'confused how to do the A11 assignment without the loops and with just vectors', 'How to not use for or while loops', 'if unsuppressed and surpressed function could have been elaborated more', 'confusing how to apply complex functions on a larger scale', 'instructions for A11 were a little confusing', 'The descriptions of the assignments are really vague and hard to decipher', 'I thought that the nests for loops were a little confusing as times', 'Iterations of the complex loop were a little bit confusing', 'conversion from loop to not loop to be confusing', 'if I should write a chart for a every nested loop']"
Preetam,ENGR132-011_V2,6,,"I found the use of while and if statements to be useful and interesting since your able to code much more efficiently when you have an if statement that makes conditional executions.
i really liked working with loops and transforming flow chart logic into code
Today, I thought that counting the number of iterations for during a while look was very interesting because I never knew that you were supposed to do count them before. Last year, I took AP computer science where I learned while loops and I never counted the amount of iterations before. I thought that I was so interesting seeing how different people teach coding in different ways.
I thought it was nice that the deadlines for a few assignments were extended.
The guys in my are very nice and respectfully of my ideas",There seems to be no confusion related to the material covered in class. Students enjoyed working with Loops and If Statements. They also enjoyed working in groups and sharing their ideas. Along with that they were thankful for the extension of assignment deadlines.,"i really liked working with loops and transforming flow chart logic into code I found the use of while and if statements to be useful and interesting since your able to code much more efficiently when you have an if statement that makes conditional executions. Today, I thought that counting the number of iterations for during a while look was very interesting because I never knew that you were supposed to do count them before. Last year, I took AP computer science where I learned while loops and I never counted the amount of iterations before. I thought that I was so interesting seeing how different people teach coding in different ways. The guys in my are very nice and respectfully of my ideas I thought it was nice that the deadlines for a few assignments were extended.","['I thought that counting the number of iterations for during a while look was very interesting', 'the use of while and if statements to be useful', 'liked working with loops', 'that the deadlines for a few assignments were extended', 'guys in my are very nice and respectfully']"
