reflections,oracle,concepts,generated_summary_beam1,generated_summary_beam2,generated_summary_beam3,generated_summary_beam4,generated_summary_beam5
Sse regression and distribution of b1 expectation of beta variance of ß1 Difference between error types Statistical inference on B0 anda B1 Expectation of b1 Sse the distribution of beta-1 RegressiOn statiscal inference on B1 and B0 srrs SSR Deciding on estimator for beta1 value was interesting sse sst ssr Nothing regression relationship between ssr and sst Derivation of distribution of B distribution for beta 1 Graphical interpretation of ssr and sse Regression Distribution of b1 beta1 coefficient of determination Regression Estimating beta 0 and beta 1 regression B1 having a t distribution was quite interesting relation between SST/SSR/SSE @extractive,"Most students found the distribution of beta1 along with its mean and variance interesting , as well as topics related to SSE , SST , and SSR . Students also found regression a good topic .",['error type'],Most of the students found SSE and SST interesting. Some students also found regression and distribution of beta 1 interesting. A few students also were interested in SST/SSR/SSE relationship and SSE coefficients of determination.,"Most of the students found SSE and SST interesting. Some students also found regression and distribution of beta 1 interesting. A few students also were interested in SST/SSR/SSE relationship and SSE coefficients of determination. Finally, a couple students also noted the difference between error types of B0 and B1.",Most of the students found SSE and SST interesting. Some students also found regression and distribution of beta-1 interesting. A few students were interested in SST/SSR/SSE relationship and SSE coefficients of determination. A couple of students also noted the difference between B0 and B1 error types.,Most of the students found SSE regression and distribution of beta 1 interesting. Some students also were interested in SST/SSR/SSE relationship and SSE coefficients of determination. A few students also found B0 and B1 regression and SST-SSR relationship interesting.,Most of the students found SSE regression and distribution of beta 1 interesting. Some students also were interested in SST/SSR/SSE relationship and SSE coefficients of determination. A few students also found B0 and B1 regressions and SST-SSR relationship interesting.
"It was quite interesting that we can compare distributions by the help of Q-Q plot . In addition , X-bar 's being q distribution itself seems a little bit weird yet it will be useful The topics are starting to get complicated . It was interesting to see the new topics comparing samles and distributions in q q plot the difference between q-q plot and normal distribution plot Explanation of the relation between the histogram and scatterplot diagrams seeing cdf and frequency graphs together was interesting according to histograms , we can plot the empirical mean and theoretical mean and medians R coding comparimg normal distribution and samole distributions were mostly interesting The concept of Q-Q plot was interesting . Simulation example Q-q pilot sampling distribution i think sampling of distributions is kind of interesting and useful for us the topic of simulation was interesting How are the plots drawn with different distributions graphical illustrations Q-Q plot the point sample is a distribution Empirical median scatter plot the properties of sample sanpling distribution Usage of statistics in human life Scatter plot and empirical mean Simulation example The relation between median and mean . When Distribution is n't normal , median and mean are different . It was boring compared to the previous one interpretation of the sampling graphs I found Q-Q plot most interesting since it compares two distributions without needing 3th dimension . graphical representation of difference between mean and median i understand completely the meaning of sampling distribution of mean . Empirical median - theoretical mean and median from the histogram Q-Q plot very good to repeat every confusing thing Difference between sample mean and normal mean I think that class was not very interesting because we were already familiar with most of the concepts . the graphics are the most useful thing in the course . we can use a lot them in the real life Learning that x bar is a Random variate was the most interesting part for me the difference between the median of normal distribution and empirical median the part explaining empirical vs theoretical distribution . bank queue simulation problem relating with statistics . normal probability plot Comparing emprical data and normal distribution guessing mean and median from a histogram by intuition the first part Q-Q plot of today 's course was more interesting than the rest . Graphics help us to understand better . q-q plot with which we compare different distributions and sample being a variable bivariate variables Finding out that x bar can also be a random variable was interesting @extractive","In this lecture , students enjoyed having graphical depictions of the different types of distributions , and learning about Q-Q Plots . They also enjoyed the simulation , learning how median and mean change depending on the type of distribution , and Empirical vs Theoretical means and medians .","['real life', 'sampling distribution', 'random variable', 'graphical representation', 'human life', 'normal probability plot', 'normal distribution', 'theoretical distribution', 'scatter plot']","Most of the students found Q-Q plots and the concepts of sampling distribution and normal distribution interesting. Some others found the relation between mean and median, scatterplot and normal probability plot interesting.","Most of the students found Q-Q plots and sampling distribution interesting. Some others found normal distribution and scatterplots interesting. A few students also found the differences between mean and median interesting. Finally, a few students were interested in bank queue simulation and X-bar.",Most of the students found Q-Q plots and the concepts of sampling distribution and normal distribution interesting. Some of them also found the relation between mean and median interesting. A few students also found scatterplot and normal probability plot interesting.,Most of the students found Q-Q plots and the concepts of sampling distribution and normal distribution interesting. Some of them also found the relation between mean and median interesting. A few students also found scatterplots and normal probability plots interesting.,"Most of the students found Q-Q plots and the concepts of sampling distribution and normal distribution interesting. Some of them also found the relation between mean and median interesting. In addition, some students were interested in scatterplots, normal distribution and sampling distribution."
"Type 2error First example -LRB- starts with a feed dealer -RRB- Type 2 error and the table Reality vs. Decisions table about error types confidence interval Type 2 error summary of last lecture was benefial for us Different ways of testing our hypothesis type 2 error was interesting beta and the power of the test is interesting The table for tyPe 1 error and type 2 error , very clear , thanks hocam p value type 2 error and power of the test finding type 1 error with different methods Type 1 error cheat sheets suggestion Type 2 error type 2 error confidence interval different ways of testing our hypotesis type 2 error Type 1 error techniques P value type 2 error type two error type 2 error type2 error type 2 error and beta number were interesting Type 2 error confidence interval nothing hh The example that we solved with each method was inspiring Type 2 Error was interesting because it was a very simple calculation . Nice how everything builds off of each other . @extractive","An overwhelming majority of students found type 2 error interesting . The rest found type 1 error , confidence intervals , p values , and different methods for hypothesis testing interesting .","['confidence interval', 'simple calculation', 'error type', 'error confidence interval']","Most of the students found Type 2 Error and Type 1 Error interesting. Some others found confidence interval, P value, and the table for tyPe 1 error interesting.","Most of the students found Type 2 Error and Type 1 Error interesting. Some students also found confidence interval, P value, and the table for tyPe 1 error interesting.","Most of the students found Type 2 Error and Type 1 Error interesting. Some students also found confidence interval, P value, and the table for tyPe 1 error interesting.","Most of the students found Type 2 Error and Type 1 Error interesting. Some students also found confidence interval, P value, and the table for tyPe 1 error interesting. A few students also enjoyed the examples of different ways of testing hypotheses.","Most of the students found Type 2 Error and Type 1 Error interesting. Some others found confidence interval, P value, and the table for tyPe 1 error interesting. A few students also enjoyed the examples of different ways of testing our hypothesis."
"- type 2 error and relation between alpha and betha h1 s logic Use of transformed spaces Testing population variances with f distribution . When I studied it from book , i didnt understand but now i understood Hypothesis testing applying other distributions in hypothesis testin Solving the problem with f distribution . confidence interval Alpha and beta btw relations F distribution checking hypothesis hypothesis testing on f distribution there was nothing new in today 's class , we repeated things we did , which is interesting because i get it more Type 2 error Nothing applying what we learned to chi square type 2 error Summary at the beginning comparing variances using rejection method Type 2 error Nnnn Hypothesis testing on variance Type . 2 Type 2 error Actually , there was nothing interesting for me type 2 error area finding There were nothing to be labeled as interesting . examples at the end of lecture Confidence interval on sigma F distribution Standart deviation example type 2 hypothesis with variance type 2 error relation between alpha and beta nothing calculating type2 error Nothing type 2 error solving examples in detail type 1 error and type 2 error ABD example Type 2 error relationship between alpha and beta was very clear @extractive","In this lecture students were interested with type 2 error , the relationships between alpha and beta , using F distributions , hypothesis testing on variance , and confidence intervals .","['confidence interval', 'rejection method', 'chi square', 'hypothesis testing']","Most of the students found Type 2 Error and F Distribution interesting. Some others found confidence interval, Alpha and Beta relation between alpha and beta, and chi square interesting. A few students also found variance, F Distribution, and problem with F Distribution as interesting.","Most of the students found Type 2 Error mostly interesting. Some students also found F Distribution, Alpha and Beta relation between alpha and beta, and Type I and II error interesting. A few students also enjoyed comparing variances with F Distribution.","Most of the students found Type 2 Error mostly interesting. Some students also found F Distribution, Alpha and Beta relation between alpha and beta, and confidence interval interesting. A few students also enjoyed applying other distributions to the problem.","Most of the students found Type 2 Error mostly interesting. Some students also found F Distribution, Alpha and Beta relation between alpha and beta, and confidence interval interesting. A few students also enjoyed applying other distributions to the problem.","Most of the students found Type 2 Error mostly interesting. Some students also found F Distribution, Alpha and Beta relation between alpha and beta, and Type I and II error interesting. A few students also enjoyed comparing variances with F Distribution."
"I ca n't understand the purpose of using those graph the normal probability plot is a little bit confusing , especially the straight line method . Nothing the points were ok to me The normal probability plot graph As it is a new one for me compared to other types it may require more review or explanation five number summary Boxplot Instructor was so good that I could n't find anything confusing I did not find anything confusing Pareto chart What these graphics show . The instructor can give more good examples It was generally not confusing but learning about how an histogram is constructed first confused me a bit but then I understood it . Boxplot Normal probability plots I think everything was clear The last question , where the mean is according to median . Nothing finding mean in theoretical dist :-LRB- Trying to understand the mean Median on the graphs to clearify the distributions No point Why do we use normal probability plot ? What is the difference between histogram and normal probability plot ? Normal probability plot I didnt find anything confusing particularly Nprmal distribution plotting Everything was easy and enough information i think I did n't quite understand the logic of box-plot . Why do we need it ? Nornal probabity plot Normal probability plot outliers and Extreme value concepts were n't clear for me . Box-and-whisker diagram I confused with the concept of histogram . boxplot and normal probability plot are more confusing everything was okay for me I was a little confused about the term ` mean ' and I was happy that the numerical example made it more clear . it was enough Nothing drawing normal prob plot Finding upper and lower quartiles normal probability plot normal probability plot Nothing the difference between mean and median Finding the mean and median in histograms confused me for a while . Quartile the distance between quantile lines and according to what we draw them lack of practical , we need to solve more examples . where are each of these graphics useful Normal probability plot can be elaborated on more Boxplot - whiskers and use of boxplots in general @extractive","In this lecture students mostly had trouble with the Normal Probability plots and the Box plots . They also had some trouble understanding histograms , finding means and medians , and finding quartiles .","['normal probability plot', 'straight line method']","Most of the students found boxplots and normal probability plots confusing. Some others had trouble with histograms, the difference between histograms and normal probabilities plots, and the difference in mean and median.",Most of the students found boxplots and normal probability plots confusing. Some students also struggled with histograms and finding the mean and median. A few students also had trouble with the Pareto chart and the whisker diagram.,"Most of the students found boxplots and normal probability plots confusing. Some students also struggled with histograms and finding the mean and median. Finally, a few students had trouble with Pareto charts and the numerical example.","Most of the students found boxplots and normal probability plots confusing. Some students also struggled with histograms and finding the mean and median. Finally, a few students had trouble with Nprmal distributions and clustering the quantiles.",Most of the students found boxplots and normal probability plots confusing. Some others had trouble with histograms and finding the mean and median. A few students also struggled with Nprmal distributions and clustering the quantiles.
"There were no confusing point nothing cheesecake question 75 mins quiz ? Explanation of the theorems related with chisquare distribution The instructor I needed a ps paper to see the questions The histogram and qq plot matching No such a point detected Nothing decision of sample size of normal distribution confused me Nothing There was n't a confusing point in this lecture . How can we have a quiz 75 mins long ? Proof of sampling distribution of sample variance Nothin muddy Chisquared in ps we must get faster I am wondering about how to draw normal dist plots . I confused about it Nothing Everything was clear z square Box-plot graph Chi square distribution chi square Normal approximation Chi square distribution No while writing xbar with parameters nu and sigma/square root n , why We used square root n instead of s igma ^ 2 Nothing revise of question 3 was confusing In ps , definitions of upper and lower whisker has confused me . the question with cheesecake was confusing and ps questions were solved slowly again . everything was clear distributions Cdf of normal distrubution and its graphical representation was not clear chi square distribution examples Nothing I think nothing for today 's course The derivation of chi-square was very long and confusing , i hope we wont need it again everything is good except the slowness of ps . central limit theorem I think the 2 boxplots range should be equal in the 2nd question of the PS . I have some problems about finding mean , median in the histograms or box plot distributions Last question of the ps it is hard to take notes because there is no order in lecture chisquare Everything is okay In the ps hour the normal probability plot question can be elaborated more None @extractive","Most had no confusion . Any existing confusion was related to the chi squard and normal distributions . Many students had specific questions about problems in the problem sets , e.g. , box and whisker plots , and some commented that the pace is too slow .","['square root', 'chi square distribution', 'sample size', 'sampling distribution', 'graphical representation', 'chi square', 'sample variance', 'central limit theorem', 'box plot', 'normal probability plot', 'normal distribution']","Most students found nothing confusing. Some students had trouble with the PS questions, and a few others had problems with chi-squared distributions. Some others had trouble in the histograms, box plots, and normal distributions.","Most students found nothing confusing. Some students had problems with the PS questions, the derivation of chi-squared distribution, and the questions with cheesecake. A few students also struggled with normal distributions and box plots.","Most of the students found nothing confusing. A few students had trouble with chi-squared distributions and the quiz. Some others had problems with the PS questions, the histograms, box plots, and normal distributions.","Most of the students found nothing confusing. Some students had trouble with chi-squared distributions, the quiz questions, and the normal probability plots. A few students also had problems with the histograms and box plots.","Most of the students found nothing confusing. Some students had problems with chi-squared distributions, the PS questions, and the quiz. Some others had trouble with normal distribution, histograms, and box plots."
"Nothing for today it was clear regression Goodness of fit test regression analyses confused me a little bit but since it was only introduction it is normal Regression Chivsquare goodness of fit none for now goodness test Maybe the last question of ps Goodness of fit tests , what is bin None Ps hour was hard to follow Regression Chi square test statistic The lesson was generally fast , so it was a little confusing regression topic everything was clear Assumptions on regression Nothing fit test regression regression Nothing Nothing regression regression The fact that xi 's not being a random variable was confusing none today @extractive",In this lecture students mostly had issues with regression and the goodness of fit test with chi square . Two students had trouble with the practice session . A lot of the students had no problems .,"['random variable', 'regression regression', 'test statistic', 'fit test']","Most of the students found nothing confusing. Some students had trouble with the concepts of regression, goodness of fit, and chi square test. A few students also had trouble understanding the assumptions of the PS hour.","Most of the students had no issues with the lecture. Some students had trouble with regression, and a few others had problems with the goodness of fit test. A few students also had trouble understanding the PS questions. A couple students also struggled with chi square test and the assumption on regression.","Most of the students had no issues with the lecture. A few students had trouble with regression, and a few students struggled with the goodness of fit test. A couple students also had problems with chi square test and the assumption on regression. Some students also struggled with PS.","Most of the students had no issues with the lecture. A few students had trouble with the concepts of regression and goodness of fit. A couple students had problems with Chi Square test, and a couple with Assumption on Regression.","Most of the students had no issues with the lecture. A few students had trouble with regression, especially the goodness of fit test. A couple students also struggled with Chi Square test, and one student had problems with Assumption on Regression."
"Comparing two samples with making them one nothing chi square goodness of fit test Using chidquared random variable for a fit test Nothing , sorry :-LRB- finding the measurement of error in multinormal distribution We compared two samples and make hypothesis testing calculating error through chi square distribution Chi square distribution testing Goodness chisquare Chi square goodness of fit test chi square goodness Goodness fit test simulation chisquare goodness of fit test comparing multiple samples Paired observations ' variance was interesting goodness of fit test Paired experiments nothing simulation multinomial distribution Multi dimensional samples goodness fit test @extractive","In this lecture students mostly enjoyed using Chisquare to test goodness of fit . Students also liked working with 2 samples , multinomial distributions , simulations , and paired experiemnts .","['chi square distribution', 'multinomial distribution', 'goodness fit test', 'random variable', 'chi square', 'hypothesis testing', 'normal distribution', 'fit test']","Approximately 30 % of students found the chi square goodness of fit test interesting. A handful of students also found the paired experiments interesting. Finally, a few students found multinomial distribution and variance interesting.","Approximately 30 % of students found the chi square goodness of fit test interesting. A handful of students also enjoyed the paired experiments, and a few students liked the multinomial distribution. A few students also found nothing interesting.","Most of the students found the chi square goodness of fit test interesting. Some students also enjoyed the paired experiments, multinomial distribution, paired observations, and nothing. A few students also found nothing interesting. A couple students also liked the multivariate distribution and variance.","Most of the students found the chi square goodness of fit test interesting. Some students also enjoyed the paired experiments, multinomial distribution, paired observations, and nothing. A few students also found nothing interesting.","Approximately 30 % of students found the chi square goodness of fit test interesting. A handful of students also found paired experiments interesting. Finally, a few students found multinomial distribution, paired observations, and variance was interesting."
"nothing for today nothing Anova table None Multiple regression nothing none for now F statistic nothing Clear Nothing special Nothing for today F test for regression We covered multiple linear regression a bit fast , hypotheses parts were vague to me Multiple linear regression Multiple linear regression anova at ps hour , hypothesis testing with Bo was different nothing Table for anova Regression ps multiple linear regression Assumptions in regression Nothing nothing ssr sse sst confidence intervals on B0 and B1 nothing multiple linear regression equation : where it comes from ? nothing The topics were covered a little bit quickly because of the lack of time ANOVA/Multiple Linear Regression @extractive","In this lecture students had trouble with Multiple Regression , Anova Tables , and the practice session . A lot of students had no issues .","['multiple linear regression', 'linear regression equation', 'confidence interval', 'hypothesis testing']",Most of the students found ANOVA/Multiple Linear Regression and F test for regression as confusing. Some students also had trouble with hypothesis testing and SST. A few students also struggled with SST and SSE.,Most of the students found ANOVA/Multiple Linear Regression and F test for regression as confusing. Some students also had trouble with hypothesis testing and SST. A few students had problems with assumptions in regression.,"Most of the students found ANOVA/Multiple Linear Regression and F test for regression as confusing. Some students also had trouble with hypothesis testing and SST. A few students had problems with assumptions in regression, and a few students were confused about the ANOVA table.","Most of the students found ANOVA/Multiple Linear Regression and F test for regression as confusing. Some students also had trouble with hypothesis testing and SST. A few students had problems with assumptions in regression, and a few students were confused about the ANOVA table.","Most of the students found ANOVA/Multiple Linear Regression and F test for regression as confusing. Some students also had problems with hypothesis testing and SST. A few students had trouble with assumptions in regression, and a few students were confused about the ANOVA table."
"It 's a little bit complicated but undestandable sampling distribution of mean and variance is interesting seeing the explanations of the things we saw in prob class making samples normal distribition chi squarer dist Examples relating to central limit theorem The chocolate surprise Chi-squared distribution Chocolate !!! and last semester central limit theorem was not covered briefly , i understand it better now . The examples were really good and obvious The derivation of sample variance was interesting . Sampling distribution of the differences btw the sample means Chi square distribution Central limit Normal aproximation from binomial distribution actual learning more thing about prob than in prob course CLT was interesting because we have seen it before but now it was more simple finding distributions of given samples this class was not interesting for me The distribution of chocalate :-RRB- Central limit theorem The relation between binomial distribution and normal distribution Chocolate is the most interesting part approximation of bernoulli and binomial distributions were different to me CLT was interesting because of its explanation and usage Not exactly Binomial distribution give normal distribution as sample grows and relating real life experiments to this concept is interesting Application of central limit theorem Normal approximation toplam binomial distribution Normal aproximation to binomial distribution 2 breaks , which improves our understanding The Central limit theorem normal approximation to binomial distribution and thank you very very much for chocolate this made my day happier :-RRB- distributions i found the explanations of the connections between the different distributions useful we can account normal distribution lika a binomial if n bigger than or equal to 30 central limit theorem binomial distribution Chi square I finally learned why the deviation of sample mean is divided by square root of n. Thanks for the chocolates :-RRB- . the difference between two sample distribution normal approximation of binomial distribution chi-squared distribution sampling distribution of sample variance seeing the topics which we cover in the probability Binomial approximation to normal distribution was an interesting topic for today . The flow of of the lecture had a chocolaty flavour to itself :-RRB- We had flashbacks to our probability course from last semester so that it was easy to understand . teacher bringing chocolates to class Central Limit Theorem Explanation of the chi squared distribution was more clear that it was in the probability course we took last semester Chocolate ðŸ˜ @extractive","Students enjoyed learning about the comparison between binomial and normal distributions , chi-square distributions , and the central limit theorem . They also found sampling distributions interesting and very much enjoyed the chocolate as positive reinforcement .","['sample distribution', 'normal approximation', 'square root', 'real life', 'sampling distribution', 'chi squared distribution', 'chi square', 'sample variance', 'central limit theorem', 'normal distribution', 'binomial distribution']","Most of the students found Central Limit Theorem and Normal Approximation to Binomial Distribution interesting. Some others found sampling distribution of variance, chi-squared distribution, and the examples relating to the concepts of Central Limit theorem interesting.","Most of the students found Central Limit Theorem and Normal Approximation to Binomial Distribution interesting. Some others found sampling distribution of variance, chi-squared distribution, and chocolates interesting. A few students also enjoyed the examples relating to normal approximation to binomial distribution.","Most of the students found Central Limit Theorem, Normal Approximation to Binomial Distribution, Chi-squared Distribution, and Sampling Distribution interesting. Some students also enjoyed the examples relating to Chocolates and Prob class.","Most of the students found Central Limit Theorem, Normal Approximation to Binomial Distribution, Chi-squared Distribution, and Sampling Distribution interesting. Some of them also enjoyed the examples relating to Chocolates and Prob class.","Most of the students found Central Limit Theorem, Normal Approximation to Binomial Distribution, Chi-squared Distribution, and Sampling Distribution interesting. Some of them also enjoyed the examples relating to Chocolates and Prob class."
Sse regression and distribution of b1 expectation of beta variance of ß1 Difference between error types Statistical inference on B0 anda B1 Expectation of b1 Sse the distribution of beta-1 RegressiOn statiscal inference on B1 and B0 srrs SSR Deciding on estimator for beta1 value was interesting sse sst ssr Nothing regression relationship between ssr and sst Derivation of distribution of B distribution for beta 1 Graphical interpretation of ssr and sse Regression Distribution of b1 beta1 coefficient of determination Regression Estimating beta 0 and beta 1 regression B1 having a t distribution was quite interesting relation between SST/SSR/SSE @extractive,"In this lecture students enjoyed using Beta1 , regressions , and SSR/SSE/SST .",['error type'],Most of the students found SSE and SST interesting. Some students also found regression and distribution of beta 1 interesting. A few students also were interested in SST/SSR/SSE relationship and SSE coefficients of determination.,"Most of the students found SSE and SST interesting. Some students also found regression and distribution of beta 1 interesting. A few students also were interested in SST/SSR/SSE relationship and SSE coefficients of determination. Finally, a couple students also noted the difference between error types of B0 and B1.",Most of the students found SSE and SST interesting. Some students also found regression and distribution of beta-1 interesting. A few students were interested in SST/SSR/SSE relationship and SSE coefficients of determination. A couple of students also noted the difference between B0 and B1 error types.,Most of the students found SSE regression and distribution of beta 1 interesting. Some students also were interested in SST/SSR/SSE relationship and SSE coefficients of determination. A few students also found B0 and B1 regression and SST-SSR relationship interesting.,Most of the students found SSE regression and distribution of beta 1 interesting. Some students also were interested in SST/SSR/SSE relationship and SSE coefficients of determination. A few students also found B0 and B1 regressions and SST-SSR relationship interesting.
kaggle.com and TAB food processing firm example of regression is interesting regression regression the derivation part Nothing for today R ^ 2 needs to be 1 Finding error and drawing fx = y line Regression Regression Creating the model formulation of regression SSR and SST Kaggle.com and its prizes kaggle.com regression Regression is clear New definitions about regression Web site Food investment company TAB and their facilities Regression kaggle.com is an intersting website for statistics . definition of regression finding beta0 and beta1 Regression Nothing Regresnsion regression crowdsearching Burger king example was interesting very much derivation of solution of linear regression equation example nothing Using the regression in order to take an action in a firm Linear regression @extractive,Most students found regression and its examples and the derivation interesting . A smaller number of students mentioned kaggle.com as a useful site .,"['linear regression equation', 'regression regression']",Most of the students found regression interesting. Some others found the derivation of regression and TAB example interesting. A few students also found the Web site and crowdsearching interesting.,Most of the students found regression interesting. Some students also enjoyed TAB and Burger King example of regression. A few students also found finding beta0 and beta1 and SST interesting.,Most of the students found regression mostly interesting. Some students also enjoyed TAB and Burger King examples. A few students also found finding beta0 and beta1 and SST interesting.,Most of the students found regression mostly interesting. Some students also enjoyed the derivation of linear regression and TAB examples. A few students also found crowdsearching and food processing firm examples interesting.,Most of the students found regression mostly interesting. Some of them also enjoyed the derivation of linear regression and TAB examples. A few students also enjoyed Kaggle.com and its prizes. A couple of students also found finding beta0 and beta1 and Burger King examples interesting.
"lognormal was interesting as we had n't covered it before it was a nice review before midterm Ps good answers for my questions Comments on computed probabilities Nothing equality of f dist F distribution got clear It was easy bro ask something harder How to solve questions easily The solutions of the questions that I could not solve Ps There was n't much interesting stuff today . Chi squared confidence interval usage of f distribution thanks to the study set , we prepared to exam . nothing , since today is ps hours Lognormal Good understanding of exam bmw boxplot graphs were interesting Ps was useful 24th question . I could n't solve that problem and i understood the solution . Bias of S ^ 2 compare variance of populations Lognormal There were nothing interesting since it was a ps lesson . f dist question Comparing sample mean and population mean technique Lognormal Lognormal Evalution of probabilities None Exam ps questions two variablw probability deciding whether mean is true Solutions to variate problems study set questions before exam , lognormal the 23rd question t distribution was useful to solve problems before exam Nothing Finding probabilities to estimate the correctness of the parameters was interesting but can be explained more Exam points @extractive","In this lecture students greatly appreciated the time spent going over problems . They also liked lognormal problems , clarification on F Distributions , evaluating probabilities , and solving problems with 2 variables .","['confidence interval', 'nice review']","Most of the students found Lognormal and F Distribution interesting. Some others found Variance of Variance, Boxplot and Bias of S ^ 2 interesting. A few students also found Chi Squared Confidence Interval, T Distribution and Problem session questions interesting.","Most of the students found Lognormal and F Distribution interesting. Some students also found Variance of Variance, Boxplots, Bias of S ^ 2, and Chi Squared Confidence Interval interesting.","Most of the students found Lognormal, F Distribution, and PS interesting. Some students also found Variance of Variance, Boxplots, and Chi Squared Confidence Interval interesting.","Most of the students found Lognormal and F Distribution interesting. Some students also found Variance of Variance, Bias of S ^ 2, Boxplot, and Chi Squared Confidence Interval interesting.","Most of the students found Lognormal and F Distribution interesting. Some students also found Variance of Variance, Bias of S ^ 2, Boxplot, and Chi Squared Confidence Interval interesting."
"There were no confusing point Nothing cheesecake question 75 mins quiz ? Explanation of the theorems related with chisquare distribution The instructor I needed a ps paper to see the questions The histogram and qq plot matching No such a point detected Nothing decision of sample size of normal distribution confused me Nothing There was n't a confusing point in this lecture . How can we have a quiz 75 mins long ? Proof of sampling distribution of sample variance Nothin muddy Chisquared in ps we must get faster I am wondering about how to draw normal dist plots . I confused about it Nothing Everything was clear z square Box-plot graph Chi square distribution chi square Normal approximation Chi square distribution No while writing xbar with parameters nu and sigma/square root n , why We used square root n instead of s igma ^ 2 Nothing revise of question 3 was confusing In ps , definitions of upper and lower whisker has confused me . the question with cheesecake was confusing and ps questions were solved slowly again . everything was clear Distributions Cdf of normal distrubution and its graphical representation was not clear chi square distribution Examples Nothing I think nothing for today 's course The derivation of chi-square was very long and confusing , i hope we wont need it again everything is good except the slowness of ps . central limit theorem I think the 2 boxplots range should be equal in the 2nd question of the PS . I have some problems about finding mean , median in the histograms or box plot Distributions Last question of the ps it is hard to take notes because there is no order in lecture Chisquare Everything is okay In the ps hour the normal probability plot question can be elaborated more None @extractive","In this class students had problems interpreting box and whisker plots , and chi-square distributions . A few students had issues with Normal Distributions , such as determining sample size or creating plots . Two students were confused about the 75 minute quiz . Most students had no problems with this class .","['square root', 'chi square distribution', 'sample size', 'sampling distribution', 'graphical representation', 'chi square', 'sample variance', 'central limit theorem', 'box plot', 'normal probability plot', 'normal distribution']","Most students found nothing confusing. Some students had trouble with the derivation of chi-squared distributions, the questions with cheesecake, and the PS. Some others had problems with normal distributions, box plots, and nothing.","Most students found nothing confusing. Some students had trouble with the derivation of chi-squared distributions, the questions with cheesecake, and the PS. Some others had problems with normal distributions, box plots, and nothing.","Most of the students found nothing confusing. Some students had trouble with the derivation of chi-squared distributions, the quiz questions, and the distribution of sample variance. Some others had problems with normal distribution, histograms, and box plots.","Most of the students found nothing confusing. Some students had trouble with the derivation of chi-squared distributions, the quiz questions, and the distribution of normal distributions. A few students also had problems with box plots, histograms, and box plots.","Most of the students had no problems with the lecture. Some students had trouble with chi-squared distributions, the PS questions, and the quiz. A few students also had problems with normal distribution, histograms, box plots, and box plots."
"Distribution and comparison of sample variances interesting i finally understood f distribution and t distribution and seeing their transformations from one another The F distribution . I had n't known how f distribution is calculated . it was nice to recall f and t distribution from prob course History of t distribution And a new approach to computation of probabilities of different tandım variables To compute them without memorising comparing variances with F distribution Reading the tables Examples were interesting learning to read distributions from tabled F and t distribution and its tables . the transformations between random variables was interesting The Guiness factory worker 's story History of Tdistribution history of chi square distribution and f distribution getting probabilities from distributions we already knew . it is more effective than memorizing reading tabels of different distributions are interesting F and T distribution has been covered and mostly understood The foundation of T distribution R distribution without knowing variance making a guess None None t and f distribution Nothing else t square and chi transormation Again , 3 part lectures are good for me to stay concentrated . There was 3 part lecture There were nothing interesting today but the explanation of T distribution and usage of it with examples were very good . reading tables for f distribution nothing Verbal explanation of how the different distributions are converted to each other Tables of the f distribution F distribution to make all formula constructions transformations in details reading the tables the distributions and their tableaux F distribution derivation of the F random variable the history of founder of student distribution was interesting nothing creation history of t distribution The f distribution table the guy who tested beer using student t dist . f distribution The transformation in order to find the answer of a question was inspiring I felt like I really understood the way in which we generate random variables from the information we want to learn @extractive","Many students felt they understood the F and T distributions after today 's lecture . Auxiliary topics , including the transformation between distributions and the many examples improved understanding .","['student distribution', 'chi square distribution', 'reading table', 'creation history', 'random variable', 'chi square', 'sample variance', 'distribution table']","Most of the students found F Distribution and T Distribution interesting. Some others found the history of T Distribution and the transformations between distributions interesting. A few students also found T Square Distribution and chi square Distribution interesting, and the examples of the 3 part lecture interesting.","Most of the students found F Distribution and T Distribution interesting. Some students also found T Distribution, T-distribution, and the history of T distribution interesting. A few students also enjoyed reading the tables of F Distribution.","Most of the students found F Distribution and T Distribution interesting. Some students also found the history of T Distribution, T-distribution, and transformations between distributions interesting. A few students also enjoyed reading the tables of F Distribution.","Most of the students found F Distribution and T Distribution interesting. Some others found T Distribution, T-distribution, and the history of T distribution interesting. A few students also enjoyed the tables of F Distribution, the transformations between random variables, and comparing variance.","Most of the students found F Distribution and T Distribution interesting. Some students also found T Distribution, T-distribution, and the history of T distribution interesting. A few students also enjoyed reading the tables of F Distribution."
