reflections,oracle,concepts,generated_summary_beam1,generated_summary_beam2,generated_summary_beam3,generated_summary_beam4,generated_summary_beam5
"Analysis of trees and in particular binary trees through backtracking Arbitrary trees using adjacency trees to make coding more efficient The structures of trees and various types of trees binary trees Binary Trees Finding out what trees were Binary tree concept Recursive definition of the trees BSTs and how the are traversed . Recursion in binary trees I thought the introduction of binary trees was interesting Tree structures and leaves I found trees to be the most interesting because of their familiarity and the implementations of them . implementing trees and finding there height Today , we learned about Iterators and Iterables . We also started on tree structures/binary trees in comparison to linear structures . Binary trees are naturally traversed recursively , with base cases checking if a node is a leaf node in order to define a subtree . I liked learning about binary trees , it seemed very useful for future classes . Probably the fact we started binary trees today , especially full binary trees . trees structure Moving on from sorting Everything really ; binary trees , I imagine , will have plenty of practical uses . The nodes were interesting @extractive","The students overwhelmingly mentioned trees , in particular binary trees . They noted the novel tree structure and it 's recursive nature . Some mentioned methods used to traverse a tree structure , and how trees may prove useful in the future .",['binary tree'],"In this lecture, students enjoyed learning about binary trees, tree structures, and the recursive definition of the trees. They also enjoyed learning more about the applications of the concepts and implementing them.","In this lecture, students enjoyed learning about binary trees, tree structures, and how they are used in general. They also enjoyed the analysis of trees and the various types of trees, and the implementation of them.","In this lecture, students enjoyed learning about binary trees, tree structures, and how they are traversed. They also found iterators and iterables interesting.","In this lecture, students enjoyed learning about binary trees, tree structures, and how they are traversed. They also found iterators and iterables interesting.","In this lecture, students enjoyed learning about binary trees, tree structures, and how they are traversed. They also found iterators and iterables interesting."
"some realistic applications for binary trees at their introduction would have helped visualize them Why we didnt learn iterators at the beginning of the term how to actually code the trees trees mathematical analysis minimum size of a binary tree How to iterate through a tree Exact implementation of trees None Iterators still are a bit confusing . Maybe walking through the example one more time would be helpful . I understood everything I 'm not sure why we would need a tree or how it could be implemented Can trees be connnected to eachother ? Iterators are generally still confusing me . How to set them up and when they are necessary . how to actually set up nodes with multiple references I 'm going to explain what I learned . Iterators/Iterables work together ; Iterable can only be used with Iterators to do for each loop like tasks . Tree structures have parent , interior , and leaf types within the structure ; it also iterates with recursive backtracking , unlike linear structures . If any of this is wrong , perhaps that 's what could be elaborated on . How efficient is it to get around in a binary tree ? If I wanted to look for a certain value , I feel like it would take much longer to get to than a linked list , or other data structure would . I do not think I had enough time for the second clicker question . There were too many options ... it was hard to pick based upon the time provided . I like it when you give a maximum of four options to pick from . That is less stressful . Uhh , probably how to evaluate binary trees , having to go up and down constantly . recursive definition of trees N/a today What those uses are exactly I would be interested in knowing more about . Nothing @extractive","There was no overwhelmingly popular answer for this lecture . Some of the common responses include the implementation of trees , iterators , applications of binary trees , and how to assess the size/efficiency of a tree .","['linked list', 'binary tree', 'data structure', 'recursive definition']","Most students found the binary tree and iterators confusing. They also struggled with the recursive definition of trees, and the use of iterators. Some students also had trouble with the application of the trees.","In this lecture, the students mostly had trouble with the implementation of binary trees and iterators. They also had trouble understanding how to set up the nodes in a tree, and how to iterate through the structure. Some students also struggled with the recursive definition of trees, and the use of iterators/Iterables.","In this lecture, students mostly had trouble understanding how to iterate through a binary tree, and how to set up iterators. They also had trouble with the recursive definition of trees, and the application of the trees.","In this lecture, students mostly had trouble with the implementation of binary trees, iterators, and the recursive definition of trees. Some students also had trouble understanding how to set up the nodes in a tree, and how to iterate through a tree.","In this lecture, students mostly had trouble with binary trees, iterators, and the recursive definition of trees. Some students also had trouble understanding the use of iterators and how to set them up."
"the ` hack ' way of analyzing the Big-O of QuickSort seems really interesting and helpful Quicksort runtime of mergesort quick sort Quicksort Quick sort Algorithm behind quicksort the difference in approaches between mergesort and quicksort Sorting runtimes Quicksort and big O of mergesort Merge and quick sorts I thought merge sort was an interesting approach to sorting a list of data partition Quick sort and how it selects a pivot point and sorts the data into 2 halves quicksort merge sort and quick sort We carefully examined Merge Sort and Quick Sort . I liked learning more about MergeSort and thought it was really clearly explained , especially with your board example . QuickSort was definitely the highlight of today 's class . quick sort Quick sort ; primarily the concept of it Quick sort @extractive","All students responded with either mergesort , quicksort , or assessing the runtimes of these sorting algorithms .","['quick sort', 'data partition', 'merge sort']",Most students found the concepts of QuickSort and MergeSort interesting. Some students also found the runtime of quicksort and the difference between mergesort and quicksorts interesting.,"Most students found the concepts of QuickSort, MergeSort, and the runtime of quicksort interesting. A few students also mentioned the Big-O of the algorithms and the differences between them.","In this lecture, students enjoyed learning about quicksort, merge sort, and quick sort. They also found the ` hack'approach to sorting interesting, as well as the difference between the two approaches.","In this lecture, students enjoyed learning about quicksort, mergesort, and quick sort. They also found the ` hack'approach to sorting interesting, as well as the difference between the two approaches.","In this lecture students enjoyed learning about QuickSort, MergeSort, and the runtime of mergesort. They also found Sorting runtimes and the Big-O of QuickSort interesting."
"knowing exactly how we will implement analysis on different data structures and operations in everyday things Math for resizing an array by 2 I am still confused about some of the differences between AList and LList . Recursion Why we were going over the 0 -LRB- n -RRB- or 1 . I did n't understand what that was used for Big O notation when adding and removing nodes in specific ADT 's amortized time of add to arraybag The different run times ? Amortized times calculations N vs. i when we are looking at big O the math Some of the math Some of the math ... specifically when to round . I get how -LRB- n +1 -RRB- goes to n as n - > infinity but it just bugs me to drop out terms like that Recursion , and its ramifications on efficiency what amertized run time actually means finding the big O Asymptotic vs. Amortized , why use one over the other ? I sometimes do n't understand where all the numbers come from to even calculate the Big O out o the equation . Even thought it seemed simple enough on the board -LRB- 1 +2 +3 ... + N = N -LRB- N +1 -RRB- / 2 -RRB- , that type of thing does n't come naturally to me and I feel like I would need more practice . The logic behind getting the big O from different methods in the list interface and the bag interface confused me . Some of the math amortized time The summation When we need to look at amortized cost and when we need to simply look at the asymptotic analysis I was n't confused but I do realize that I really need to practice the math of this . I hope there are examples in the textbook . @extractive","There are a few common responses in this prompt . Many students reported confusion over the math presented in the lecture , some specifically mentioning the summation equation . Other students were shaky on amortized time , while others are still struggling with producing runtime equations . It is interesting to note that not a single student responded with `` nothing was confusing '' in this lecture .","['asymptotic analysis', 'list interface', 'amortized time', 'data structure', 'amortized cost', 'run time', 'removing node']","Most of the students had trouble with the math of the Big O, especially the amortized time of the computation. Some of the others had trouble understanding the differences between AList and LList, and the asymptotic analysis. A few students also had trouble using the recursion interface and the bag interface.","Most of the students had trouble understanding the differences between AList and LList, the amortized time of an array, and the asymptotic analysis. A few students also had trouble with the recursion in the list interface.","Most of the students had trouble understanding the differences between AList and LList, the amortized time of an array, and the asymptotic analysis. A few students also had trouble with the recursion in the algorithm.","Most of the students had trouble understanding the differences between AList and LList, the amortized time of an array, and the asymptotic analysis. A few students also had trouble with the recursion in the list interface.","In this lecture, the students mostly had trouble understanding the differences between AList and LList, the amortized time of add to array and the asymptotic analysis. They also had trouble with the recursion in the list interface and the sum/difference calculation."
"the dynamic bag I found the creation of the Bag to be the most interesting . Learning about bags was very interesting . Dr. Ramirez cleared up my understanding of how they should work . I was really interested in learning all about an entirely new data structure , the Bag . I 'm also noticing that as these classes get farther along , there is more focus on real world factors that determine strength of code like speed The bag concept was cool how basically acts like a bag in real life with its usefulness . Bags as a data type and how flexible they are . Discussing the Assignment 1 I found the examples and drawings the teacher drew on the whiteboard the most interesting . Abstraction , though seemingly intimidating is kind of just giving programmers a break right ? We 're given so many more abilities and operations without having to know exactly how to code that . That being said , while I understand the applications being explained to me , it 's hard to just manifest that on my own . Learning about resizing Bags dynamically The discussion of the underlying methods of ADTs such as bags was most interesting the implementation of an array bag Order does not matter when using a bag . It is important to keep all of the values in an array together . To do this , you should move an existing element into the vacant spot . Looking at ADT 's from both perspectives Information held in bags is not in any particular order different ways to implement the bag Thinking about a more general idea of coding with ADTs and starting to dig into data structures more specifically . Code examples of key concepts/methods is always helpful . I thought it was a good thing to go through the implementation of both the add -LRB- -RRB- and remove -LRB- -RRB- methods of the Bag ADT Today we were talking about a certain type of ADT called a bag . We talked about certain ways that we would implement the methods and certain special cases that we as programmers have to be aware of . If you were removing items from ADT bag , you can simply shift the bottom or last item and put it in the place where you we removed an item . This is because , in bags , order does not matter . Learning about managing arrays in a data structure The bag ADT and how it is implemented @extractive","Most of the students found the implementation of bags to be the most interesting concept . Some others found ordering in bags , array bags , code examples and resizing concept of bags to be interesting .","['data type', 'real life', 'data structure', 'existing element', 'real world', 'vacant spot']","In this lecture, students found the implementation of the Bag and its various methods interesting. They also found the general concepts of ADTs and the dynamic array interesting.","In this lecture, students found the implementation of the Bag and ADTs interesting. They also enjoyed learning about arrays and how they are used in general.",Most of the students found the implementation of ADTs interesting. They also enjoyed learning about the dynamic Bags and how to use them in a data structure. Some students also found the assignment interesting.,"In this lecture, students enjoyed learning about ADTs, the implementation of an array, and the dynamic bag. They also found the examples and drawings interesting.","In this lecture, students found the implementation of ADTs and the dynamic bag to be the most interesting part of the lecture. They also enjoyed learning about arrays in general and how to use them."
"when recursion is a better option than a loop I thought it was clear . You need these 3 things for recursion to work ... But I kind of did n't understand if it were flexible ? Like , are the recursive/base cases the only cases strictly allowed ? Also , it is like the first one in is the first one out type of deal for the output , right ? ? Using recursion while searching Using recursion while searching tracing recursion when should I use recursion over iteration ? Recursion I found the wording of the question of the day confusing . Nothing stacks The mindset involved in thinking about non-mathematic problems recursively is something I 'll have to get used to . nothing When to use recursion efficiently I can understand how you run up the stack but I get confused about coming back down with more complex examples . Id love to go over the trace from 401 's final . There was not any point that was too muddy from today . The sequential search recursive implementation when a recursive algorithm would be most efficient More examples on recursive programs Why use recursive calls ? Are n't loops the same ? Everything was explained well . Iterating through list recursively : I really wish you would n't rush to cram one more thing in to the end of a lecture . Usually you explain stuff really really well , but the stuff that you always race to cram in to the last three minutes of the lecture never makes sense because you are flying through it . I would rather you take questions or something and wait until next class to go over that concept at .5 the speed it was gone over it the last three minutes of this class . None @extractive","Again , most responses relate to recursion . Some are unsure why they might use recursion instead of a loop , some did not understand the recursive sequential search , and a few more are confused about tracing recursion .","['sequential search', 'recursive algorithm']","Most students found recursion to be the most confusing concept of the day. They also had trouble with the examples given in class. Some students also had some trouble with tracing recursion, and the general concepts of the problem.","Most students found recursion to be the most interesting topic of the day. Some students also had trouble with sequential search, tracing recursion, and the last three minutes of class.","In this lecture, the students mostly had trouble with recursion. They also had some trouble with sequential search, tracing recursion, and the last three minutes of the lecture.","In this lecture, the students mostly had trouble with recursion. They also had some trouble with sequential search, tracing recursion, and the last three minutes of the lecture.","In this lecture, most students found recursion to be the most interesting topic of the day. Some students also had trouble with sequential search, tracing recursion, and the last three minutes of class."
"Is there an easier way to remove nodes when a node has 2 children ? the code for removing a node with more than one child the delete method for an inner node was a little unclear Quiz2 how do you Fergie ab nor how delete works Add -LRB- -RRB- for BST I think the examples on the board were confusing and could be put in the PowerPoint to be more easily understood . Removing from a binary search tree Run time analysis add and remove Why did I stay up so late last night How we decide and how to remove a node with two children . How binary search trees implement various methods It was not confusing The implementation of some of the methods like add and remove . The explanation was fine , but the code was pretty hard to examine . The interface used to navigate a bst Iterative implementations of BST methods @extractive","Many students were confused by how to remove nodes from a binary search tree , especially if that node had 2 children . Fewer were confused by the add method , or other methods that work on BSTs .","['binary search', 'binary search tree']","Most of the students found the implementation of the binary search tree methods and the delete method confusing. Some students also had trouble with add and remove, and the binary tree interface.","Most of the students had trouble with adding and removing a node from a binary search tree, and deleting a node with more than one child. Some students also had trouble understanding the implementation of BST methods.","In this lecture students mostly had trouble with adding and removing a node from a binary search tree, and deleting a node with more than one child. Some students also had trouble understanding the implementation of BST methods.","In this lecture, students mostly had trouble with adding and removing a node from a binary search tree, and deleting a node with more than one child. Some students also struggled with the implementation of BST methods, and the quiz.","In this lecture students mostly had trouble with adding and removing a node from a binary search tree, and deleting a node with more than one child. Some students also had trouble running time analysis and understanding the implementation of BST methods."
"some actual code to go with the examples would have been helpful , but we covered a lot of material so it was understandable Managing nodes via a doubly circular linked list the runtimes of doing a queue with an array or linked list Queues implementation of a queue vs a stack H ! -LRB- 0N $ R. | m H@NGR ¥","Most of the students found implementation of queues as confusing . Some others found the differences between queues with linked lists and arrays , circular and double linked lists , stacks and queues as confusing .","['linked list', 'actual code']","In this lecture students enjoyed learning about queueing, the runtimes of a queue, and the differences between a stack and a linked list. They also enjoyed managing nodes via a doubly circular linked list and array.","In this lecture, students were mostly interested in the runtimes of a queue and the linked list. Some students also found the examples helpful, especially the examples of managing nodes via a queue.","In this lecture, students were mostly interested in the runtimes of a queue, and the implementation of a linked list. Some students also were interested in Managing nodes via a doubly circular linked list, and using arrays.","In this lecture students enjoyed learning about the runtimes of creating queues, managing nodes via a doubly circular linked list, and the differences between a queue and a stack.","In this lecture, students were mostly interested in the runtimes of doing a queue with an array or linked list, as well as managing nodes via a doubly circular linked list."
"the ` hack ' way of analyzing the Big-O of QuickSort seems really interesting and helpful Quicksort runtime of mergesort quick sort Quicksort Quick sort Algorithm behind quicksort the difference in approaches between mergesort and quicksort Sorting runtimes Quicksort and big O of mergesort Merge and quick sorts I thought merge sort was an interesting approach to sorting a list of data partition Quick sort and how it selects a pivot point and sorts the data into 2 halves quicksort merge sort and quick sort We carefully examined Merge Sort and Quick Sort . I liked learning more about MergeSort and thought it was really clearly explained , especially with your board example . QuickSort was definitely the highlight of today 's class . quick sort Quick sort ; primarily the concept of it Quick sort @extractive","Most of the students found quick sort and merge sort as interesting concepts . Some said sorting runtimes , difference between quick and merge sorts and analyzing Big O of quick sort as interesting .","['quick sort', 'data partition', 'merge sort']",Most students found the concepts of QuickSort and MergeSort interesting. Some students also found the runtime of quicksort and the difference between mergesort and quicksorts interesting.,"Most students found the concepts of QuickSort, MergeSort, and the runtime of quicksort interesting. A few students also mentioned the Big-O of the algorithms and the differences between them.","In this lecture, students enjoyed learning about quicksort, merge sort, and quick sort. They also found the ` hack'approach to sorting interesting, as well as the difference between the two approaches.","In this lecture, students enjoyed learning about quicksort, mergesort, and quick sort. They also found the ` hack'approach to sorting interesting, as well as the difference between the two approaches.","In this lecture students enjoyed learning about QuickSort, MergeSort, and the runtime of mergesort. They also found Sorting runtimes and the Big-O of QuickSort interesting."
"Are there more efficient methods to use other than iterators ? how the efficiency of iterating through LLists can be increased it may have been helpful to have more detail about other ways we can implement the Iterative interface Iterators implementing iterators for different data structures how the curr pointer is encapsulated the code behind the iterator I thought the explanation for run time were confusing and should have more time spent on them . The difference between internal and external , since we did n't really cover when we 'd ever use an internal iterator . Implementation details of iteration nothing I understood everything today I was n't sure exactly what getEntry -LRB- i -RRB- was least efficient in ? For the iterator interface , I thought it was supposed to be better -LRB- since it did n't need to start at the beginning -RRB- ? But then , there 's another one that always needs to start in the beginning ? Is that one arrays ? Perhaps it was a lot to take in at once ... especially now that I need to apply it to all the different kinds of lists . LList , AList , with and without the iterator ... I 'm not sure if that 's all I need to worry about ? None Some of the code in the handouts Some of the implementation of iterators . I 'm just not sure I could do it yet . Why quick sort is so much faster than merge sort The implementation of Iterators and why we would need more than 1 @extractive","The students were mainly confused by the implementation details of iterators , and other details of iterators . Some did n't understand how they could be used to improve efficiency , and their use in the context of lists .","['data structure', 'quick sort', 'run time', 'merge sort']","Most students found the implementation of iterators and the difference between internal and external iterators confusing. Some also had trouble with the efficiency of LLists, and the implementation details of the iterative interface.","Most of the students had trouble with the implementation of iterators, especially the implementation details of the LRB-i- and -RRB- interfaces. Some students also had trouble understanding the difference between internal and external iterators. A few students had some trouble with LLists, and the quick sort and merge sort methods.","In this lecture, students mostly had trouble with the implementation of iterators. They also had trouble understanding the difference between internal and external iterators, and the efficiency of LLists.","In this lecture, students mostly found the implementation of iterators interesting. They also were interested in the efficiency of LLists, the difference between internal and external iterators, and the quick sort and merge sort.","In this lecture, students mostly found the implementation of iterators interesting. They also were interested in the efficiency of LLists, the difference between internal and external iterators, and the quick sort and merge sort."
"nothing in particular 8 queens problem towers of hanoi example Nothing Not very much . questions about assignment 3 primarily Nothing Backtracking without looping for use in assignment 3 's indexOf method Some of the recursion was confusing but it just requires more tracing trace of towers of hanoi some of the ways we would trace through a backtracking problem still not quite confident with the actual physical implementation of recursive methods . None using recursion to find strings Without really having written my own backtracking program to understand the functionality , It 's hard to think about how it can be actually implemented none I think describing the binary recursive tree needs more time to be described . There were n't any muddy points from today . 8 queens How people come up with these algorithms Code specifics/sample code for backtracking implementation of word finer algorithm The implantation of backtracking Everything was well explained today . I have a few questions about the power functions . @extractive","Many of the students are confused by the examples of recursive problems : the towers of Hanoi , the word find algorithm , and the 8 queens problem . Many others are unsure how to implement recursive algorithms in code .","['recursive method', 'tracing trace', 'power function']","Most students found the backtracking problem mostly interesting. Some students also found the 8 queens problem and the recursive methods interesting. A few students had trouble with assignment 3, the binary recursive tree, and the power functions.","Most students had no issues. Some students had trouble with the backtracking algorithm, and the assignment 3 method. A few students also had some trouble with recursion and the power functions.","Students mostly had trouble with the backtracking algorithm, the assignment 3 method, and the 8 queens problem. Some students also had some trouble with recursion and the binary recursive tree.","In this lecture students mostly had trouble with the backtracking algorithm, the assignment 3 method, and the 8 queens problem. Some students also had some trouble with recursion and the binary recursive tree.",In this lecture students mostly had trouble with the implementation of backtracking algorithms. They also had some trouble with assignment 3 and recursion. Some students also had trouble understanding the 8 queens problem.
"I thought it was useful to learn more about the Towers of Hanoi problem . How bad the simple sorts are insertion sort is not efficient Simple Sorting sorting methods Doing insertion sort with only 1 array Applying sorting methods to linked lists rather than arrays InsertionSort how to do insertion sort The way the towers of Hanoi trace worked Reviewing the exam stats That all simple sorts are O -LRB- n ^ 2 -RRB- Sorting algorithms that I knew already are inefficient . The fact that various simple sorting algorithms all have the worst-case run-time of O -LRB- N ^ 2 -RRB- I thought that it was interesting that all of the simple sorts we discussed , though some are more popular than others , all have the same big O Runtime insertion sort and reviewing the exam bubblesort Insertion sort We learned that all these sorts -- Insertion , Selection , Bubble ... all their Big-O run-times are awful , but we 're learning about efficient sorts after break . The solution to the Tower of Hanoi problem Thought analyzing the various sorts we 've done before but this time with an eye for efficiency was pretty fun . The sorting algorithms I thought the towers of hanoi trace really helped from last class . Sorts The ways to sort groups of data , specifically the simplicity of some of them Today the binary tree was explained very well . The handout was super helpful . @extractive",Most students reported enjoying learning more about the simple sorts from this lecture . Many specifically mentioned learning that the `` simple '' sorts all have the same Big O runtime . A few other students also mentioned revisiting the Towers of Hanoi problem and reviewing the exam .,"['linked list', 'sorting algorithm', 'simple sorting', 'binary tree', 'sorting method', 'insertion sort']","Most students found the simple sorting algorithms interesting. They also enjoyed learning about the Tower of Hanoi problem, the insertion sort, and the exam stats.",Most students found simple sorting methods to be the most interesting part of this lecture. They also found the towers of Hanoi problem interesting. Some students also found insertion sort and the exam stats interesting.,"In this lecture, students enjoyed learning about the various simple sorting algorithms, including insertion sort, selection, and bubble. They also found the towers of Hanoi problem and the exam stats interesting.","In this lecture, students enjoyed learning about the various simple sorting algorithms, including insertion sort, selection, and bubble. They also found the towers of Hanoi problem interesting.","In this lecture, students enjoyed learning about the various simple sorting algorithms, including insertion sort, selection, and bubble. They also found the towers of Hanoi problem interesting."
"Traversing through trees recursively Packages the benefits for the different ways of traversing the trees nothing , everything was pretty straightforward code for blts In order tracing Can a binary search tree be made using a different method of iterating through the tree ? Searchtreeinterface Why might duplicates be problematic ? Nothing was really confusing this lecture . SearchTreeInterface Binary Search Trees None Everything was pretty clear . I had no real questions . Nothing was difficult Some of the operations @extractive","Students were largely unconfused by the lecture material . Others were confused about specific traversal methods for binary search trees , and the search tree interface used when defining search trees . One student was confused about packages .","['binary search', 'binary search tree']","Most students found nothing challenging. Some students had trouble with the search tree interface, and the different ways of traversing the trees. A few students had some trouble with binary search trees, and a few had trouble understanding the benefits of recursively traversing trees.","Most students found nothing challenging. A few students had trouble with the search tree interface and traversing through the trees. A couple students had some trouble with binary search trees, and one student had trouble understanding recursively traversing the tree.","In this lecture, students mostly had trouble with binary search trees, traversing through trees, and the search tree interface. Some students also had some trouble with recursively iterating through the trees.","In this lecture, students mostly had trouble with binary search trees, traversing through trees, and the search tree interface. Some students also had some trouble with recursively iterating through the trees.","In this lecture students mostly had trouble with binary search trees, traversing through trees, and the search tree interface. Some students also had some trouble with recursively iterating through the trees."
"Nothing that I can think of right now . I think question of the days could be worded more clearly . how to actually write the code for nodes was kind of confusing but is a concept we will go over more in the next lecture . the authors code of resizable arrays can be confusing to read at times Implementation of nodes in a linked list I ca n't think of anything that was not clear to me from class today . Resizable Array Bags I never fully understood how to utilize linked lists in my coding . Nothing in particular Reasoning for a class within a class was a bit rushed at the end how to double an array use of an inner node class for the linked list Scenarios where arrays would be better to use than linked lists The implementation of nodes and traversing a list . I think we are covering more of this later . Implementation if linked lists and internal classes . I assume that will be gone over more later though . The QOTD about the normal case I 'm not sure how to instantiate or even traverse such a linked list , or what would even be the use of a circular linked list how can the array be implemented into the bag structure ? in what situations it is more beneficial to use a bag or a linked list . I was unsure if you could access a single node in the linked list without going through the entire list . Similarities/differences of linked lists and bags Nothing was too confusing Definitely just what a LinkedList is useful for and how exactly the two nodes are stored together . How nodes are stored and referenced within a Bag nodes and inner classes Contiguous Memory Structures It seems like well dig into implementation in the next class so Ill leave that for then . Everything was explained well . We did n't get to the information involved in the last question of the day . I hope we cover that next time . @extractive",Many students found the implementation of nodes in the linked lists as confusing . They want to know the situation when the linked lists can be used . The other concepts that were confusing are inner classes and resizable arrays .,"['linked list', 'entire list', 'node class', 'single node', 'bag structure']",Most of the students found the implementation of a linked list and the use of a bag interesting. Some also found the reasoning for a class within a linked lists interesting. A few students also found resizable arrays and inner classes confusing.,"Most of the students found the implementation of a linked list and the use of a bag to be the most challenging part of this lecture. They also struggled with the reasoning behind a class within a class, and the differences between linked lists and arrays. A few students also had trouble with the implementation if an inner class.","In this lecture, the students mostly found the implementation of a linked list and a bag confusing. They also struggled with the reasoning behind a class within a class and the use of an array.",Most of the students found the implementation of a linked list and a bag confusing. They also found the reasoning for a class within a class and the use of an inner class confusing. Some students also had trouble with resizable arrays and traversing a list.,"Most of the students found the implementation of a linked list and the use of a bag interesting. They also were interested in the differences between the two types of lists, the reasoning behind a class within a class, and how to use an array."
"overall very interesting and fun to look at problems that are challenging but cool to play around with . tower of hanoi recursion example only took 4 lines Towers of Hanoi towers of Hanoi . and recursive checking Backtracking The recursive word search program Backtracking in 8 queens towers of hanoi problem the Towers of Hanoi only taking 4 lines of code . The recursive tree touched on at the end of class in the tower of hanoi problem . Recursion , recursion , and more recursion The towers of hanoi problem can be solved in 4 lines of code ! The towers recursion problem I think all of the potential applications of backtracking are very interesting Recursion problems I found the examples the most interesting and the way that our professor explained the examples was interesting as well . I loved the interactive game that you had students play . That 's a great idea for the classroom ! towers Hanoi Towers of Hanoi w / backtracking Hanoi towers - interesting to see how many recursions are required to solve an increasing amount of levels towers of hanoi Backtracking 's usefulness is truly great ; recursion is beautiful Today was pretty interesting . I really liked the find word -- I love boggle ! The Hanoi Tower simulation was cool to watch . @extractive",Most of the students liked the tower of Hanoi and its 4 lines of code . Some other students said that recursion and backtracking are interesting . The examples and the interactive game are also liked by some students .,[],Most students found the recursion problems and the backtracking examples interesting. They also found the Hanoi Tower problem interesting. Some students also found recursive checking and the find word search interesting.,"Most students found the recursion problem interesting. They also found the tower of hanoi problem interesting, and the recursive word search program interesting. A few students also mentioned the Hanoi Tower simulation and the game.",Most students found the recursion problem and the tower of hanoi problem to be the most interesting part of the lecture. They also enjoyed the recursive word search program and the Hanoi Tower simulation.,"In this lecture, students found the recursion problem and the tower of hanoi interesting. They also enjoyed the recursive word search program and the Hanoi Tower simulation.","In this lecture, students found the recursion problem and the tower of hanoi problem interesting. They also enjoyed the recursive word search program and the Hanoi Tower simulation."
"Heaps pretty much just heaps and runtimes Heaps examples of priority queues in real life We learned about different run-times for Queues/Priority Queues , and reviewed Array vs Linked structures . I found the examples on the board the most interesting . Heap Circular array queues Heap Idea behind heap pq I thought the priority queue was interesting and useful Probably how priority queues can be implemented . Why we did n't review for the final on thursday ... how a heap can be an efficient way to implement a priority queue how the heap can be mapped to an array Heaps Max heaps were pretty cool and I could certainly see their uses . Upheaps and downheaps to add and remove a node from a heap Heap implementation of the priority queue @extractive","Most of the students found heaps and priority queues as interesting . Some others found finding runtimes , array vs linked structures , up-heap and down-heap as interesting .",['real life'],"Most students found the heaps and the priority queue interesting. They also enjoyed learning about the different run-times for the heap, and the examples of the various types of heaps.",Most students found heaps and priority queues interesting. Some also found arrays and run-times interesting. A few students also mentioned the examples on the board and the final.,"In this lecture, students enjoyed learning about heaps, the priority queue, and the various run-times for them. They also liked learning about arrays and how they can be used in general.","Most students found heaps and priority queues interesting. Some students also found arrays and runtimes interesting, as well as the examples on the board. Last, a few students mentioned the problem set of the final as an interesting topic.","Most students found heaps and priority queues interesting. Some students also found arrays and runtimes interesting, as well as the examples on the board. Last, a few students mentioned the problem set of the final as their favorite."
"nothing in particular Quicksort code quick.java trace quick sort partitioning code What you do when your pivot is the smallest or largest value Nothing Exact implementation details of quick sort the tree of execution for mergesort Nothing implementation of quicksort Some parts of the quick sort algorithm Run times for the sorts is mergesort a tree execution ? How do recursive sorting methods have faster run times if generally iterative approaches are faster tree execution trace The power of different pivots in quick sort I think it was fine , although I did get the first of the QoTDs wrong . That 's more of a jab at my deductive reasoning skills rather than Dr. Ramirez 's teaching . I did n't realize that it was O -LRB- logN -RRB- for the entire Merge Sort and O -LRB- N -RRB- for each separate time it split up . I thought that , if it split up N times , then made sense that the entire sort was O -LRB- N -RRB- and the smaller ones O -LRB- logN -RRB- . If anything I explained here is wrong , maybe that 's the feedback in of itself , but I 'm learning ! Nothing was really muddy from today . It was a little complicated to understand Big-O run time of Merge Sort pivot The implementation of these algorithms is always confusing at first . A hands on approach will help me though Merge sort used non constant amount of extra memory @extractive","Many students were confused about the implementation of the quicksort algorithm , some specifically mentioning using pivot points . Others mentioned the tree execution of mergesort and analyzing the runtimes of these sorting algorithms .","['extra memory', 'quick sort', 'sorting method', 'constant amount', 'run time', 'separate time']",Most students found the implementation of the quick sort algorithm and the merge sort algorithm mostly confusing. Some students also had trouble with the run time of the tree of execution and the power of different pivots in the algorithm.,Most students found the implementation of quick sort and mergesort to be the most challenging part of this lecture. Some students also struggled with the run time of quicksort and the power of different pivots in the algorithm.,"In this lecture, students mostly had trouble with the implementation of quicksort and the merge sort. They also had trouble understanding the run-time of the sort and the power of different pivots in quick sort.","In this lecture, students mostly had trouble with the implementation of quicksort, the run-time of mergesort, and the power of different pivots in quick sort. Some students also had trouble understanding the log-N -RRB- difference between the smaller and larger values.","In this lecture, students mostly had trouble with the implementation of quicksort and mergesort. They also had trouble understanding the run-time of quick sort and the power of different pivots in the algorithm."
