reflections,oracle,concepts,generated_summary_beam1,generated_summary_beam2,generated_summary_beam3,generated_summary_beam4,generated_summary_beam5
"Type 2 error Paired observations error Pooled variance Nothing confusing Everything was clear P value test on population variance Pooled Sample Variance Pooled variance the question at the beginning of lecture Paired observations Pool variance Degree of freedom when variances are equal Nothing Test on population variance Nothing last think about t distribution details about statistical information Population mean difference everything was clear Nothing was confusing or needed more detail , class was fine nothing was confusing or needed more detail variances in hypothesis testing chi squared table interpretation about s ^ 2 The formulas forth case of sample variance testing Sp value Project grades method paired t test using paired observations Paired observations everything was okey The mathematical processes was clear but it becomes difficult when understanding the problems Testing on population variance the degree of freedom of 3rd case The case mean1 is not equal mean2 @extractive","A handful of students had no issues . A few students struggled with paired observation , pooled variance , and the test on population variance . A couple of students had some issues with degrees of freedom related to specific concepts .","['statistical information', 'chi square', 'hypothesis test', 'sample variance', 'population variance', 'hypothesis testing']","Most students found the problem of population variance and paired observations as confusing. Some others had problems with pooled variance, the degree of freedom of variance, and the P value test.","Most students found nothing confusing. A few students had problems with paired observations, pooled variance, and the degree of freedom of variance. A couple students had trouble with the P value test on population variance, the chi squared table interpretation, and finding the mean and variance.","In this lecture students had trouble with paired observations, pooled variance, and the P value test on population variance. Students also had trouble understanding the degree of freedom of the 3rd case, and chi squared table interpretation.","In this lecture students mostly had trouble with paired observations, pooled variance, and the P value test on population variance. Some students had problems with the degree of freedom of the 3rd case, and chi squared table interpretation.","In this lecture students had trouble with paired observations, pooled variance, and the P value test on population variance. Students also had trouble understanding the degrees of freedom of the 3rd case, chi squared table interpretation, and project grades."
Rejecting Ho confidence interval was good Hypothesis test hypothesis test . hypothesis tests is interesting PS Example Hypothesis test Nothing hypothesis testing Rejectig hypothesis Hypothesis testing Hypothesis testing hypothesis testing Hypothesis testing hypothesis testing example null hypothesis is always equals confidence intervals problem set questions Two sided variance CI Hypothesis testing example Null hypothesis hypothesis test and confidence interval @extractive,"A little under half of the students liked the hypothesis tests . A few enjoyed confidence intervals , H0 -LRB- and rejecting H0 -RRB- , and the hypothesis test example . A couple of students reported the problem set as their favorite .","['confidence interval', 'null hypothesis', 'hypothesis test', 'hypothesis testing']","Students enjoyed hypothesis testing, null hypothesis testing and confidence intervals. They also liked problem set questions and two sided variance. Students liked hypothesis testing examples.","In this lecture students were interested in hypothesis testing, null hypothesis, hypothesis tests, and confidence intervals. They also liked problem set questions and two sided variance.","In this lecture students enjoyed hypothesis testing, null hypothesis, and confidence intervals. They also liked problem set questions and two sided variance. Students were interested in hypothesis testing and hypothesis testing examples.","In this lecture students enjoyed hypothesis testing, null hypothesis, confidence intervals, problem set questions, and two sided variance. Students also liked the example of the Ho confidence interval.","Most students found hypothesis testing and null hypothesis interesting. Some others liked confidence intervals, two sided variance, hypothesis testing, and hypothesis testing in general."
"SST r square r square method linear regression modeling B0 and B1 , hypothesis integration R square Nothing Nothing Correlation between errors applications of regression Nothing Nothing Notation Nothing nothing linear regression sum of total Something about r square Nothıng Nothing Regression and applications nothing was confusing least square error spesifically nothing and details everything was clear Linear Regression nothing was confusing R square graphic review of ps questions model variation and total variation Ps 4 question Nothing was confusing nothing was particularly interesting today every point was understood r square error @extractive","Almost half of students had no issues . A handful struggled with r-square and regression , particularly linear regression . A couple students had trouble with SST and the PS questions .","['model variation', 'square method', 'total variation', 'linear regression', 'square error']","Most students found nothing confusing. Some students found regression and r square error, the relationships between errors, and the relationships of the variables most interesting.","Most students had no problems with this lecture. Some students had trouble with linear regression, r square error, and the ps questions. A few students had problems with SST, hypothesis integration, and ps questions related to the R square.","Most students had no problems with this lecture. Some students had trouble with linear regression, r square error, and the ps questions. A few students had problems with SST, hypothesis integration, and total variation.","Most students had no problems with this lecture. Some students had trouble with linear regression, r square error, and the ps questions. A few students had problems with SST, hypothesis integration, and ps 4 questions.","Most students had no problems with this lecture. Some students had trouble with linear regression, r square error, and the ps questions. A few students had problems with SST, hypothesis integration, and ps 4 questions."
"Nothing sampling distribution Distribution of the sample mean is same as the distribution of population , why ? Last 2 questions of PS Nothing problem solutions ps question 2 and 5 I do n't know why , but it was kind of boring and difficult to follow Problem session Clt nothing Nothing Not much . Sampling distribution but i think it was because i missed the last lecture The second question of ps sampling Sampling nothing clt central limit theorem Standard deviation 30 being the lower limit to convert to clt Nothing Nothing Conversion of normal approximation to binomial distribution all staff . i should work hard . Ps question 5 was not clearly asked and question 2 sample distributions Nothing we are too slow Ps questions the difference between x bar and xi . and the application of central limit theorem using these terms . Nothing Second question of ps PS questions nothing Nothing the concept of being greater than 30 for validty of central limit theorem Nothing the difference between x bar and xi . none Nothing nothing The difference between x , x -LRB- i -RRB- and x-bar . These terms a little bit confused my mind . I 'm not sure if I can differentiate them . @extractive","35 % of students thought they understand everything taught in this lecture . The confusion mostly comes from the Problem Session questions , especially question 2 and 5 . Several students also had trouble with understanding Central Limit Theorem , Sampling Distribution and the difference between X-bar and Xi .","['sample distribution', 'central limit', 'normal approximation', 'lower limit', 'sampling distribution', 'central limit theorem', 'binomial distribution']","Most students had trouble with the problem set, and the questions related to sampling and central limit theorem. Some students had problems with the second question of the session, and some had trouble understanding the difference between x, x -LRB- and x-bar.","Most students had trouble with the problem set, the second question of the day, and the discussion of the sampling distribution. Some students had problems with the central limit theorem and the difference between x, x -LRB- and xi.","Most students had trouble with the problem set, the second question of the day, and the discussion of the sampling distribution. Some students had problems with the central limit theorem and the difference between x and xi.","Most students had trouble with the problem set and the second question of the session. Some others had problems with the central limit theorem, sampling distribution, and standard deviation.","Most students had trouble with the problem set and the second question of the session. Some others had problems with the central limit theorem, sampling distribution, and standard deviation."
P value approach in review Example having two critical values P value Different approaches for hypothesis testing Different approaches for hypothesis testing rejecting h0 was clear to understand confidence interval for rejection none of them The example finding c values using sampling distributions of mean The example that we solved text statistics method Nothing type 2 error 2 midterm chapters and content Failing to reject H0 Review p value and c value Example about hypothesis testing The question about hypothesis testing . H0 and H1 tekrar iyi oldu Nothing H1 when it 's not equal Hypothesis testing as a concept p value P value levels of significance of p values p value approach Two sided hypotheses Review about type I error and p - value approach Finding c value P value type one error Critical value approach P approach Finding C and P value p value and c value approaches were the interesting parts of the lecture today . rest were ok different comparison types for rejecting H0 Deeper explanation of test statistics @extractive,"Approximately 30 % of students found the p-value approach interesting . A handful enjoyed finding the c-value , H0 and H1 and related concepts , and the in-class example . A few students noted liking Type I and II error .","['confidence interval', 'sampling distribution', 'hypothesis test', 'hypothesis testing', 'test statistic']","Most students found the topic of hypothesis testing and rejecting H0 as interesting. Some others enjoyed the examples of finding C and P values, type I error, and the examples used to illustrate the different approaches to hypothesis testing.","Most students found the topic of hypothesis testing and rejecting H0 as interesting. Some others liked finding C values, type I error, and the examples used to illustrate the various approaches to hypothesis testing.","Most students found the topic of hypothesis testing and rejecting H0 as interesting. Some others liked finding C and P values, type I error, and the example of finding c values using sampling distributions of mean.","Most students found the topic of hypothesis testing and rejecting H0 as interesting. Some others liked the examples of finding C and P values, type I error, and critical value approaches to hypothesis testing.","Most students found the topic of hypothesis testing and rejecting H0 as interesting. Some others liked finding C and P values, type I error, and the example of finding c values using sampling distributions of mean."
Rejecting Ho confidence interval was good Hypothesis test hypothesis test . hypothesis tests is interesting PS Example Hypothesis test Nothing hypothesis testing Rejectig hypothesis Hypothesis testing Hypothesis testing hypothesis testing Hypothesis testing hypothesis testing example null hypothesis is always equals confidence intervals problem set questions Two sided variance CI Hypothesis testing example Null hypothesis hypothesis test and confidence interval @extractive,"The majority of students were interested in concepts related to Hypothesis Testing , Null Hypothesis and how to reject Ho . Some students also found confidence interval and problem set question interesting .","['confidence interval', 'null hypothesis', 'hypothesis test', 'hypothesis testing']","Students enjoyed hypothesis testing, null hypothesis testing and confidence intervals. They also liked problem set questions and two sided variance. Students liked hypothesis testing examples.","In this lecture students were interested in hypothesis testing, null hypothesis, hypothesis tests, and confidence intervals. They also liked problem set questions and two sided variance.","In this lecture students enjoyed hypothesis testing, null hypothesis, and confidence intervals. They also liked problem set questions and two sided variance. Students were interested in hypothesis testing and hypothesis testing examples.","In this lecture students enjoyed hypothesis testing, null hypothesis, confidence intervals, problem set questions, and two sided variance. Students also liked the example of the Ho confidence interval.","Most students found hypothesis testing and null hypothesis interesting. Some others liked confidence intervals, two sided variance, hypothesis testing, and hypothesis testing in general."
Normalization problem ps questions nothing Ps questions Normal approximation to binomial distribution sampling distributions sampling distribution Nice summary for sampling distribution Sample Distribution Questions in ps normal approximation The calculation of binomial distribution through using normal approximation . Normal approximation Nothing much Normal approximation to binomial distribution ps questions Ps questions nothing the role of n when sampling variance and Mx Clt improved handwriting Normal approx to binomial Sampling distribution Types of questions in ps sampling distributions Sampling distributions nothing Central limit theorem nothing Central limit theorem nothing Ps was nice Normal approximation to Binomial distribution and why we do sampling Binomial distribution normal approximation sample distributions Problem solving dividing squreroot of n Sampling distributions nothing None Nothing PS The fact that everything eventually reaches to normal distribution and this miraculous feature of random variables ... @extractive,"Many students found Sampling Distribution and Normal Approximation to Binomial Distribution are mostly interesting . Some students also were interested in Questions in Problem Session and central limit theorem , while several students claimed nothing is very interesting .","['sample distribution', 'normal approximation', 'sampling distribution', 'random variable', 'normal distribution', 'binomial distribution']","Most students found the explanation of the sampling distribution and normal approximation to be the most interesting topic of the day. Others liked the central limit theorem, the role of n in sampling, and the role and role of the squreroot of n.","Most of the students found the explanation of the sampling distribution and normal approximation to be the most interesting topic of the day. Some others liked the central limit theorem, the role of n in sampling, and the problem of dividing squreroot of n.","Most of the students found the problem of normal approximation to the binomial distribution and sampling distributions as interesting. Some others liked the central limit theorem, the role of n in sampling, and the discussion of Mx Clt.","Most of the students found the problem of normal approximation to binomial distributions and sampling distributions as interesting. Some others liked the central limit theorem, the role of n in sampling, and the discussion of Mx Clt.","In this lecture students enjoyed learning about the sampling distribution, the normal approximation to the binomial distribution, and the central limit theorem. They also enjoyed solving problems related to n, such as dividing squreroot of n."
I understood F distribution . F tables F distrubition f distribution F tables F distribution Using F distribution to compare variances f distribution F distrubution F distributions T distribution problem session Some ps questions logic behind T and F distribution Ps questions F distribution example F and t distribution using the distribution of sample Nothing nothing Hyporisis Test F distribution F distribution f distrubution T and F distribution ps questions T distribution ps nothing Understanding the sampling F distribution f distribution Connections between different distributions f distribution f distribution differences between distribution types The t distribution method Example about f distribution F distribution f tables f distribution F distribution The usage fields of various distributions f distrubition F distribution F distribution T and f distribution F distribution -- @extractive,Most of students found F Distribution very interesting . Some were interested in T Distribution and problem session . The remaining several students also mentioned the connections between distribution types and sampling concept .,['distribution method'],"Most students found the F distribution and T distribution interesting. Some others found the tables and graphs of F distributions, f distributions, and the relationships between distributions interesting.","Students were interested in the F distribution, F distributions, and T distributions. They also enjoyed learning about F tables, graphs, and the relationships between distributions.","Students were interested in the F distribution, T and F distributions, F tables, and the distribution of samples. They also enjoyed learning about the relationships between distributions, and using F distributions.","In this lecture students enjoyed learning about the F distribution, T and F distributions, and using F tables to compare variances. They also enjoyed understanding the relationships between different distributions, including the distribution of samples.","In this lecture students enjoyed learning about the F distribution, T and F distributions, and using F tables to compare variances. They also enjoyed understanding the relationships between different distributions, including the distribution of samples."
"I do n't really have a problem with today 's topic , but I had hard times trying to figure out the teacher 's handwriting . İn the age of distributions example , application of q-q plot was confusing Last problem about normalization the example after central limit theorem Normal approximation to binomial Calculating the mean and variance of y bar Last problem about normalization Sampling distributions Q Q plot We need more example to make it understandable . It was kind of abstract . We got the definitions but i think nobody understand really why we learn it and how we 'll use it . Finding mean and variance for the sample . Central limit theorem central limit teorem Sampling distribution was a little bit abstract Sampling distributions as a whole . The application of q-q plot on age of distributions example Sample distributions of mean q q plot central limit theorem and normal approximations Nothing nothing the fact that we can sample as many as we want . I think there is a limit . Central Limit Theorem confuses leacturers explanation . bernaulli random variables Central limit theorem and relations with average of x , mean and variance clt application normal approximation Sampling distributions Last calculations were a little fast Nothing I am trying if this thing works or not q-q sampling not much Central limit Normal approximation of a bernoulli random variable Central Limit Thm central limit . and we moved fast . i only wrote Sampling distributions Normal approximation to binomial none Nothing box plot multivariate data The central limit and A And B events example formulas were different . I did not understand that part well Empirical vs theoretical data Qq plot Needs more numerical applications Q-Q plot All material needs more detail and studing by myself plotting mechanism Q-Q plot CLT Q-Q plot application of clt Today , taking note was a hard task . I 'm afraid I would feel better if your handwriting was more clear . @extractive","Approximately 20 % of students were confused on central limit theorem , and a slightly smaller percentage did n't understand the Q-Q plots and there were general comments on needing more examples/details , better handwriting , and slower pace . A handful of students needed help with either sampling distributions or nothing .","['bernoulli random variable', 'central limit', 'normal approximation', 'multivariate data', 'hard task', 'random variable', 'theoretical data', 'central limit theorem', 'box plot']","Most students had trouble with the central limit theorem, the application of the Q-Q plot, and normal approximation to binomial. Some students had problems with the example of the age of distributions, and the problem set.","Most students had trouble understanding the concepts of sampling distributions, central limit theorem, normal approximation to binomial, and the application of the Q-Q plot. A few students had problems with the example of the age of distributions, and nothing at all.","Most students had trouble understanding the concepts of sampling distributions, central limit theorem, normal approximation to binomial, and the application of the Q-Q plot. A few students had problems with the example of the age of distributions, and nothing at all.","Most students had trouble understanding the concepts of sampling distributions, central limit theorem, normal approximation to binomial, and the application of the Q-Q plot. Some students also had trouble with the example used to illustrate the age of distributions. A few students had problems with the problem set.","Most students had trouble understanding the concepts of sampling distributions, central limit theorem, normal approximation to binomial, and the application of the Q-Q plot. Some students also had trouble with the example used to illustrate the age of distributions. A few students had problems with the problem set."
"R square Examples related to midterm total sum of square linear reggression modeling Regressors Examples about the MT Sst R square Erro types Regression examples about exam Regression and tools R squared SSE , SST , SSR Nothing nothing linear regression SSE SSR SST detailed information Sum of square error Nothing Regression Regression and applications ssr sst sse regression problem and implementation spesifically nothing and details everything was clear Ps questions nothing was interesting Regression sum of squares SST and SSR r square is confusing for me Sum of square error Regression is okey nothing was particularly interesting today every point was understood sum of squared error @extractive","Most of students were interested in Linear Regression Application and concepts of SSR , SST and SSE . Several students also found exam examples and problem session questions interesting .","['total sum', 'detailed information', 'squared error', 'linear regression', 'square error']","Most students found regression and the sum of squares interesting. Some others found SST, SSE, and SSR, and R squares, and their applications as interesting.","Most students found regression and the sum of squares interesting, as well as SST, SSE, and SSR. A few students had problems with SST and R square, but most students had no problems.","Most students found regression and the sum of squares interesting, as well as SST, SSE, and SSR. A few students had problems with SST and R square, but most students had no problems.","Most students found regression and the sum of squares interesting, as well as SST, SSE, and SSR. A very small amount of students found SST and SSE interesting.","Most students found regression and the sum of squares interesting, as well as SST, SSE, and SSR. A very small amount of students found nothing interesting. A few students had problems with linear regression and SST."
"Bias of an estimator Mean square error Project Bias reduction Demand profit example Mean square error mean square error Mean square error mean square error Mean square error Mean square error i thought nothing was confusing Nothing expected profit example Nothing confidence interval hypohesis testing t distribution biased-unbiased and variance Mean square error mean square error mean Square error mean square error bias bias correction Mean square error Project mean square error everthing is interesting in statistics Mean square error Bias biased and unbiased Nothing review Bakery example the way of determining which one will be used : mean square or bias The unbiased parameters and how they contribute to the calculations Old topics recovered We repeat the last lecture . mean square error Nothing Bias diagram -LRB- circular one -RRB- Mean square error Mean Square Error estimation Of variance I found mean square error very interesting biased unbiased point Recap of mean square error , bias and point estimate @extractive","40 % of students found Mean Square Error mostly interesting , and around one fourth students were interested in Bias concepts involving bias of an estimator , bias reduction and unbiased parameter . Several students also were interested in Estimation of Variance , profit example and project .","['confidence interval', 'square error', 'distribution bias']","Most students found Mean Square Error, bias, and the Mean Square error interesting. Some others liked the confidence interval, the point estimate, and variance.","Most students found Mean Square Error, bias, and the Mean Square error interesting. Some others liked the confidence interval, point estimates, and variance.","Most students found Mean Square Error, bias, and the Mean Square error interesting. Some others liked the confidence interval, point estimates, hypothesis testing, and variance.","In this lecture students enjoyed learning about Mean Square Error, the bias of an estimator, and the assumptions used to estimate variance. They also enjoyed the example of the bakery example and the confidence interval.","In this lecture students enjoyed learning about Mean Square Error, the bias of an estimator, and the assumptions used to determine the mean square error. They also liked the confidence interval, point estimates, and variance."
"I think the central limit theorem was interesting . Although it is an IE 255 topic , I really did not understand the material last semester . This time I finally know what is it about . Usage of central limit thm Central limit theorem Q-Q plot q-q plot Q-q plot Central limit theorem Normal probability plot and sampling clt Sampling Distribution Sum of random variables . Scatter plot normal approximation to binomial distribution The relation between central limit theorem and normal approximatioj to binomial distribution Sampling distrbution on finding distribution of binomial . the use of central limit Sample distributions of mean sampling distribution sampling distribution of mean Central Limit Theorem normal distribution almost all distributions reflect the normal distribution values Central limit theorem Normal Distr and Box plot central limit theorem Q-Q plots q-q plot q-q plot Q q plot Implementation of CLT Introduction to statistics Sampling distributions . clt central limit the start of statisctics and the theoretical and empirical probability comparison Sampling distribution sampling distribution central limit theorem nothing Plots q-q plot normal distribution approach to binomial distribution or smth Q-Q plot q-q plot q-q plot Nothing much Central limit theorem and Q-Q plot Clt Normal approximation to binomial distribution sampling distribution Honestly nothing quantile * quantile The difference between empirical and theoretical quantile Q-Q plot Normal approximation to binomial distribution Q-Q plot Nothing was more interesting than others . Things we covered was normal . @extractive","Quite a few students found Central Limit Theorem and the Q-Q plots to be the most interesting concept of the day . Approximately 15 % of students found sampling distributions and normal approximations to binomial distributions most enjoyable , and a small handful found nothing interesting .","['central limit', 'normal approximation', 'sampling distribution', 'random variable', 'central limit theorem', 'normal distribution', 'binomial distribution']","Most students found the central limit theorem and the Q-Q plot interesting. Some others found the sampling distribution, normal approximation to binomial distributions, and the sampling distributions of mean and standard deviation interesting.","Most students found the central limit theorem and the Q-Q plot interesting. Some others found the sampling distribution, normal approximation to binomial distributions, and the quantile comparison between empirical and theoretical probability interesting.","Most students found the central limit theorem and the Q-Q plot interesting. Some others liked the sampling distribution, normal approximation to binomial distributions, and the difference between empirical and theoretical quantiles.","Most students found the central limit theorem and the Q-Q plot interesting. Other students enjoyed learning about sampling distributions, the normal distribution, and the difference between empirical and theoretical quantiles.","Most of the students found the central limit theorem and the Q-Q plot interesting. Some others liked the sampling distribution, normal approximation to binomial distributions, and the difference between empirical and theoretical quantiles."
"Nothing Everything is clear p value Arbitrary selection of samples Nothing confusing i get everypoint Mr. Baydogan xD example in 2nd lecture Nothing Nothing Nothing text statistics method Last example step 3 p value Finding the critical value Nothing confusing Everything was very clear . further explanation is not needed . x star value Distributions in the hypothesis testing . Type 1 Error çok kafa karıştırıcı bir şey olduğunu düşünmüyorum , sadece biraz daha çalışıp konseptleri oturtmam lazım Nothing Nothing Nothing nothing Nothing was confusing or needed more detail everything was clear thanks to mr baydogan nothing confusing in today 's lecture Nothing much Rejecting hypothesis according to confidence interval Test statistic Examples needed null hypothesis and h1 P value approach Determining c value Nothing was confusing Everything was crystal clear today . No need for extra clarification every point was clear Is there any significant difference between p-value approximation and test statistics approach ? Guess second is the transformed form of the first one , into standard normal . @extractive","About half of students had no issues . A few struggled with the p-value approach , the examples used -LRB- or they need more examples -RRB- , and the test-statistics approach . A couple had trouble finding the c-value .","['confidence interval', 'significant difference', 'null hypothesis', 'hypothesis test', 'transformed form', 'hypothesis testing', 'test statistic']","Most students had no problems with this lecture. Some students had trouble with p value, hypothesis testing, and determining the critical value of the C value. A few students had problems with null hypothesis and test statistics.","Most students found nothing confusing in this lecture. Some students had problems with p values, hypothesis testing, and the test statistics approach. A few students had trouble with type 1 error and finding critical values.","In this lecture students had trouble with p values, hypothesis testing, and determining the critical value of a value. They also had problems with null hypothesis and the test statistics approach.","In this lecture students had trouble with p values, hypothesis testing, and determining the critical value of a value. They also had problems with null hypothesis and the test statistics approach.","In this lecture students had trouble with p values, hypothesis testing, and determining the critical value of a value. They also had problems with null hypothesis and test statistics."
"H0 and H1 thing Type 1 error probability of rejecting h0 by mistake Hypothesis rejection Nothing was interesting Type 1 error hypothesis testing was clear to understand Type 1 error calculation method of critical point type 1 type 2 error Hypothesis testing c value and its use Finding a critical value Hypothesis testing related topics i thought nothing wa sinteresting I understood hypothesis testing , how it works , why we need it . Nothing nothing finding the critical point c Nothing type 1 and 2 errors H0 and H1 Hypothesis testing Type 1 error type 1 error and type 2 error Type 1 error and its level of significance . Hypothesis testing Type 1 Error Nothing h0 h1 . . everything we have covered today Nothing Hypothesis testing alfa value c value comparing two means and guessing the probability of belonging which one hypothesis testing Living and dying example type 1 error and level of significance type 1 error that is failing to reject h0 The difference between h0 and h1 Example about hypothesis testing Type 1 error Type 2 error the probability that we reject ho by mistake The example most of the things we covered Type 1 error Hypothesis Testing is ok . Type 1 error and hypothesis testing was interesting for me difference of H0 and H1 Type 1 error @extractive","A little over 1/3 of students thought that Type I and II errors -LRB- but especially Type I -RRB- were interesting . About 20 % enjoyed hypothesis testing , and a handful did not like anything . About 1/10 of students found concepts related to H0 and H1 and the critical point/value to be their favorites .","['hypothesis test', 'hypothesis testing']","Most students found hypothesis testing and type 1 error interesting. Some students also liked H0 and H1, finding the critical point, and hypothesis testing in general.","Most students found hypothesis testing, type 1 error, and H0 and H1 interesting. A few students liked finding the critical point, living and dying examples, and the example of H1 rejecting H0.","Most students found hypothesis testing, type 1 error, and H0 and H1 interesting. A few students liked finding the critical point, living and dying examples, and finding the alfa value.","Most of the students found hypothesis testing and type 1 error interesting. Some others liked H0 and H1, finding the critical point, and hypothesis testing in general.","Most of the students found type 1 error, hypothesis testing, and H0 and H1 interesting. A few students liked finding the critical point, living and dying examples, and hypothesis testing in general."
"The question asking is S ^ 2 in the center Everything was perfectly perfect , thanks to Mr Baydogan . p value approach p value approach and c value approach Nothing was confusing . Everything was perfectly perfect thanks to mr. Baydogan i get every point All point is clear . p value and confidence intervals Nothing İnterpreting the hypothesis test p value approach Nothing p value Test statistic approach Everything was perfectly understood p interval hypothesis testing nothing was confusing Nothing confidence range with hypothesis test Nothing Nothing nothing there is nothing confusing or needed more detail P value approach Problem set question 4 The question which is related to Tr nothing surprising last question in the ps Ps third question we dont know the calculations nothing.It was really clear The different approaches for calculating type 1 error requires more detail there is nothing confusing every point was clear How did we choose c and alpha ? @extractive","Half number of students found everything clear . Another 20 % of students had trouble with P value approach . The remaining students also found confidence interval , C value approach , and problem session questions -LRB- # 3 , # 4 -RRB- somewhat confusing .","['confidence interval', 'hypothesis test', 'hypothesis testing']","Most students found nothing confusing. Some students had problems with p value and confidence intervals, but most students had no problems. A few students had trouble with the problem set and the hypothesis test.","Most students found nothing confusing. Some students had problems with the p value approach, confidence intervals, hypothesis testing, and the problem set. A few students had trouble with alpha and beta values.","Most students found nothing confusing. Some others had problems with confidence intervals, p values, hypothesis testing, and the problem set. A few students had trouble with alpha and beta values.","In this lecture students had no problems. They were confused about the p value approach, confidence intervals, hypothesis testing, and the problem set. They also had problems with alpha and beta values.","In this lecture students had trouble with the p value approach, confidence intervals, hypothesis testing, and the problem set. Students also had trouble understanding the different approaches to hypothesis testing."
"I think the central limit theorem was interesting . Although it is an IE 255 topic , I really did not understand the material last semester . This time I finally know what is it about . Usage of central limit thm Central limit theorem Q-Q plot q-q plot Q-q plot Central limit theorem Normal probability plot and sampling clt Sampling Distribution Sum of random variables . Scatter plot normal approximation to binomial distribution The relation between central limit theorem and normal approximatioj to binomial distribution Sampling distrbution on finding distribution of binomial . the use of central limit Sample distributions of mean sampling distribution sampling distribution of mean Central Limit Theorem normal distribution almost all distributions reflect the normal distribution values Central limit theorem Normal Distr and Box plot central limit theorem Q-Q plots q-q plot q-q plot Q q plot Implementation of CLT Introduction to statistics Sampling distributions . clt central limit the start of statisctics and the theoretical and empirical probability comparison Sampling distribution sampling distribution central limit theorem nothing Plots q-q plot normal distribution approach to binomial distribution or smth Q-Q plot q-q plot q-q plot Nothing much Central limit theorem and Q-Q plot Clt Normal approximation to binomial distribution sampling distribution Honestly nothing quantile * quantile The difference between empirical and theoretical quantile Q-Q plot Normal approximation to binomial distribution Q-Q plot Nothing was more interesting than others . Things we covered was normal . @extractive","Student mostly found Central Limit Theorem and Q-Q Plot are interesting in this lecture . Some are interested in Sampling distribution , Normal approximation to binomial distribution . A few students are also interested in normal distribution and quantile concepts .","['central limit', 'normal approximation', 'sampling distribution', 'random variable', 'central limit theorem', 'normal distribution', 'binomial distribution']","Most students found the central limit theorem and the Q-Q plot interesting. Some others found the sampling distribution, normal approximation to binomial distributions, and the sampling distributions of mean and standard deviation interesting.","Most students found the central limit theorem and the Q-Q plot interesting. Some others found the sampling distribution, normal approximation to binomial distributions, and the quantile comparison between empirical and theoretical probability interesting.","Most students found the central limit theorem and the Q-Q plot interesting. Some others liked the sampling distribution, normal approximation to binomial distributions, and the difference between empirical and theoretical quantiles.","Most students found the central limit theorem and the Q-Q plot interesting. Other students enjoyed learning about sampling distributions, the normal distribution, and the difference between empirical and theoretical quantiles.","Most of the students found the central limit theorem and the Q-Q plot interesting. Some others liked the sampling distribution, normal approximation to binomial distributions, and the difference between empirical and theoretical quantiles."
2 graph i get every point comparing two distributions and finding c accordingly Calculating type 2 error type 2 error P value I got everything nothing was confusing Nothing Nothing Type 2 error interpretation Relationship between type 1 and type 2 error Nothing was confusing or needed more detail type 2 error Not confusing Everthing was OK nothing is confusing Type 2 error nothing was confusing Everything was completely clear . Nothing requires more explanation I got every point Nothing was that confusing @extractive,"Around 60 % of students found everything clear . Another 26 % of students had trouble with Type 2 Error . The rest of 3 students were confused with P Value , comparing 2 distributions and finding C Value , respectively .",[],"Most students found type 2 error and type 1 error confusing. Some others had problems with the relationship between type 1 and type 2 errors, finding the P value, and comparing two distributions.","Most students found type 2 error and type 1 error as confusing. Some others had problems with the relationship between type 1 and type 2 errors, finding the P value, and comparing two distributions and finding c accordingly.","Most students found type 2 error and type 1 error as confusing. Some others had problems with the relationship between type 1 and type 2 errors, finding the P value, and comparing two distributions and finding c accordingly.","Most students found type 2 error and type 1 error as confusing. Some others had problems with the relationship between type 1 and type 2 errors, finding the P value, and comparing two distributions. A few students had trouble with type 2 distributions.","Most students found type 2 error and type 1 error confusing. Some others had problems with the relationship between type 1 and type 2 errors, finding the P value, and comparing two distributions. A few students had trouble with type 2 distributions."
"SST r square r square method linear regression modeling B0 and B1 , hypothesis integration R square Nothing Nothing Correlation between errors applications of regression Nothing Nothing Notation Nothing nothing linear regression sum of total Something about r square Nothıng Nothing Regression and applications nothing was confusing least square error spesifically nothing and details everything was clear Linear Regression nothing was confusing R square graphic review of ps questions model variation and total variation Ps 4 question Nothing was confusing nothing was particularly interesting today every point was understood r square error @extractive",More than 40 % of students in the responses found everything clear . Some students had trouble with R-squared method and Application of Linear Regression . Several Students also found Least Square method and PS questions confusing .,"['model variation', 'square method', 'total variation', 'linear regression', 'square error']","Most students found nothing confusing. Some students found regression and r square error, the relationships between errors, and the relationships of the variables most interesting.","Most students had no problems with this lecture. Some students had trouble with linear regression, r square error, and the ps questions. A few students had problems with SST, hypothesis integration, and ps questions related to the R square.","Most students had no problems with this lecture. Some students had trouble with linear regression, r square error, and the ps questions. A few students had problems with SST, hypothesis integration, and total variation.","Most students had no problems with this lecture. Some students had trouble with linear regression, r square error, and the ps questions. A few students had problems with SST, hypothesis integration, and ps 4 questions.","Most students had no problems with this lecture. Some students had trouble with linear regression, r square error, and the ps questions. A few students had problems with SST, hypothesis integration, and ps 4 questions."
